blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,metric,statistic,n_metric,point_estimate,ci_lower,ci_upper
Ethereum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,15.341864645956981,6.361713470433172,42.899576178602466
Ethereum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,16.5618402270864,8.70784989732473,22.108447702125627
Ethereum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,11.418863478571872,4.5779947853850524,34.030717630938504
Ethereum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,14.37327963544014,5.803355921219389,18.063020782071995
Ethereum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,5.732684152662163,2.3231137854122035,12.524758570410068
Ethereum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,4.8827636733601105,2.805916537771334,6.164256288484385
Ethereum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,4.116101971005048,1.3088955989580058,13.669371170840828
Ethereum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,10.359229247029125,2.847015317038609,14.957838942838546
Ethereum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,10.753323485967503,3.345704955930899,15.126508490329503
Ethereum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,6.050440741673578,4.168751366031884,7.149166922763639
Ethereum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,14,23.64711084522245,11.222527937107134,99.93153613492979
Ethereum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,14,50.33899804030947,23.059171038026314,58.81041170990436
Ethereum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,5.403682817674199,2.524261634856577,13.591513600360207
Ethereum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,6.384592430692274,3.440439233405741,8.370799266939462
Ethereum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,16,68.18159700257895,29.16645311291426,84.51849144755202
Ethereum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,16,45.43889777641129,29.50215043160891,57.57354331584861
Ethereum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,43.99673402735252,13.263600474665196,74.46357255969964
Ethereum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,31.34893853381196,19.411782176883104,41.0783909635644
Ethereum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,15,11.995853549062769,5.44391501522696,17.11542744921691
Ethereum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,15,7.498638096877957,5.354757149506299,8.742219377565021
Ethereum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,7.063731716138593,2.2784385305211163,10.344819576665937
Ethereum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,6.61066439581503,3.0659188173055805,9.668457095649215
Ethereum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,14,51.87024317802116,12.50593173300328,76.40241780082445
Ethereum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,14,34.99651673970532,21.36244117916041,46.86894905921554
Ethereum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,19.232233446361704,2.4279542771779012,58.9559354758599
Ethereum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,23.98481281005129,8.3700697827938,35.966550899017875
Ethereum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,15,13.403511762700312,3.7308700481147836,20.53754770729324
Ethereum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,15,11.747947446270404,5.946514611088968,15.656958870407422
Ethereum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,4.879175448220112,1.4143964993697826,6.2043251460010325
Ethereum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,3.040174930393465,2.080646371718323,3.67238171327478
Ethereum,torus,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,15,9.464629679421346,4.043221527182021,21.62431903036516
Ethereum,torus,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,15,10.39693269553368,5.648571174577053,12.868206471277231
Ethereum,torus,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,13.82347780312335,4.536620330561231,19.263081900805254
Ethereum,torus,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,8.651078156719867,5.708464332967738,10.466343463821143
Quorum,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,10,34.954552150216195,10.274267403878946,58.41664868768253
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,10,24.84504160701288,13.955493773171243,31.641050436620013
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,8,149.05001745374756,26.9744286037565,181.9798964326222
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,8,89.66293366592156,47.9801198032886,125.94203065235604
Quorum,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,14,34.27839055460619,0.18494342540960973,211.46767283012016
Quorum,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,14,158.6105468820607,55.860123070037034,213.17709688481025
Quorum,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,1.919669226225628,0.5753909707878478,3.265861040090358
Quorum,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,1.4353973656979975,0.9166147051374091,1.7492877698583793
Quorum,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,3,54.727752596247626,0.0,66.66783155687577
Quorum,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,3,54.73078776365208,0.0,76.98138099130169
Quorum,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,14,60.92544987146531,15.289553527031941,80.76956812296386
Quorum,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,14,55.21315082327023,31.931053498325735,69.19258879574166
Quorum,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,10,48.15531063095548,9.15737794541897,66.23287917205127
Quorum,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,10,30.586394047370984,18.050249554793,38.62684538269641
Quorum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,2,28.308346734450392,0.0,28.308346734450392
Quorum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,2,40.03404788021985,0.0,40.03404788021985
Quorum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,7.102972080456317,2.5852640155602384,205.77613017639285
Quorum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,182.246615823984,13.220879588559152,241.34495685270082
Quorum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,0.7982806263432611,0.1989592898683942,1.2024094442353819
Quorum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,0.6439116925494252,0.3531318760577154,0.8466540895875323
Quorum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,10,119.24283189785554,5.633970462178246,235.82411426919018
Quorum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,10,147.55129797476334,83.29228823000696,226.21464781152176
Quorum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,18,27.22082625083142,7.9009477858691906,117.5400548036677
Quorum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,18,114.49340897682741,48.0071725974237,139.73980721248134
Quorum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,1,,,
Quorum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,1,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,51.2325214866344,19.556834407597133,90.89385042849672
Quorum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,37.59662573288703,21.86896519360572,50.23302540715052
Quorum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,6,64.01807068828062,0.2795609857113269,189.48153678069315
Quorum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,6,140.40744088415883,41.130455339118576,178.98888408371812
Quorum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,17,17.576233477293556,2.3625040309577545,65.76436983090817
Quorum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,17,149.69396635049716,22.17518096823492,164.19755545140353
Quorum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,0.5963302752293629,0.19883756500460154,1.5936316038527893
Quorum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,1.0020055515321324,0.3648912748693952,1.4529265749072773
Quorum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,4,124.7164687716309,9.587840613446525,178.68685398165672
Quorum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,4,93.61644885177303,19.175681226893058,161.47875279568478
Quorum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,15,39.70303421562298,19.826329708996937,82.44153132274376
Quorum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,15,40.53329188196824,25.87864523488106,53.06450806007717
Quorum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,12,29.833474210723526,10.395130982406787,63.778412720804546
Quorum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,12,30.75350851043203,16.019794538998955,38.96311829230694
Quorum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,7,101.49073389976604,2.612344503303367,132.70317089704
Quorum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,7,56.96120469202345,29.257328636578176,77.60968425208553
Quorum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,15,118.81589951297897,0.3188025778137339,184.48804356628432
Quorum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,15,128.45415360932188,84.96432463800552,167.5384352024557
Quorum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,16,1.252386407025572,0.5790465161837941,2.7023065130066795
Quorum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,16,10.352285669491952,0.6702557636468512,17.612609756350015
Quorum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,5,75.10802904533507,0.0,104.20364554888037
Quorum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,5,52.3061758607059,10.177520085068926,62.35550787373846
Quorum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,12,35.85104382170396,13.83742724098131,93.69860660300807
Quorum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,12,152.39070797840162,27.225690999293466,168.56815451817857
Quorum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,10,27.99403677323172,8.56343887537995,73.31412750853812
Quorum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,10,25.019844446888456,10.245629256624465,39.28512952259998
Quorum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,7,141.9785431527414,13.417764846825266,164.61275789323128
Quorum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,7,86.30303241407967,35.602160321622435,118.82751496391673
Quorum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Quorum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Quorum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,11,9.290982631453724,2.98379124982521,35.09985316125832
Quorum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,11,21.117710609294022,4.74328983298657,29.09519215276881
Quorum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,1.7743403093721712,0.39633995319720916,2.952755905511817
Quorum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,1.4401182236141326,0.8338024803066308,1.854998827603822
Quorum,torus,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,3,135.9042826332546,0.0,136.74692570011368
Quorum,torus,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,3,156.39782943349582,0.0,157.90174872762876
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,18,9.798083186005398,5.12594504473442,62.7147678699073
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,18,95.67900948134424,16.816765357085593,113.11483478354496
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,11,7.624343057353921,3.0202667974663346,12.741583963691719
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,11,5.99892485250161,3.523937201021187,7.654340144037023
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,9,42.01153591578151,2.2166297314637613,55.41684196039433
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,9,23.7351124221399,12.897545217399367,27.99532485837354
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,12,66.90343410625184,10.416872564569614,92.03401959670857
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,12,42.34221051737782,26.536526103280128,47.75552548844906
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,6.417049073725131,2.28848332366242,18.21924331185079
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,10.227733499377193,2.994410564022037,14.941753513908978
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,9,52.25891807134455,9.693152180834312,86.78385139315138
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,9,35.51112821677353,20.242101391417687,44.8259828494154
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,7,36.9548969442608,5.981480650455374,86.61644239714992
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,7,44.87804120723982,9.25783194710012,53.23991291354306
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,2,6.472540736270356,0.0,6.472540736270356
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,2,9.153554892245882,0.0,9.153554892245882
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,10,44.885352585286505,8.149397698594038,85.29924552085373
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,10,41.48638403705173,11.091608013917922,46.56682864288781
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,12,11.18353652289726,2.8893305231569593,17.696736849032703
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,12,7.385828737954444,3.92473190363757,9.24833721159771
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,7.865754169688185,1.9804916660465157,16.980210519851955
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,7.3902975079700814,4.457585904246073,9.149410359394674
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,8.941621528673371,3.189893782269852,16.06704516582516
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,8.006905751087865,4.6021436547661985,10.453544378922876
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,13,8.465369324126387,3.9342859104837236,23.850119684337777
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,13,10.080820581319003,5.75665035734896,12.47017513474219
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,15,13.887477387751792,5.261350935308786,33.90300670253037
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,15,14.014738027236774,7.296087727625885,17.95174400685322
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,13,3.818693647750003,1.5315366387244094,21.884450377137274
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,13,9.538151346620001,4.440953232362194,12.007978609628948
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,sample_std_pct,0,,,
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,iqr_pct,14,12.627206964198136,2.9378359668687724,24.892296789144623
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,sample_std_pct,14,11.100144257541105,6.670059932708217,14.05269269067697
Solana,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,iqr_pct,0,,,
