blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,average_throughput_count,average_throughput_mean,average_throughput_max,average_throughput_min,average_throughput_q25,average_throughput_q75,average_throughput_std,average_latency_count,average_latency_mean,average_latency_max,average_latency_min,average_latency_q25,average_latency_q75,average_latency_std,energy_count,energy_mean,energy_max,energy_min,energy_q25,energy_q75,energy_std,commit_number_mean,average_throughput_min_perc,average_throughput_max_perc,average_throughput_iqr,average_throughput_iqr_perc,average_throughput_delta_abs,average_throughput_std_perc,average_latency_min_perc,average_latency_max_perc,average_latency_iqr,average_latency_iqr_perc,average_latency_delta_abs,average_latency_std_perc,energy_min_perc,energy_max_perc,energy_iqr,energy_iqr_perc,energy_delta_abs,energy_std_perc
Algorand,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,676.8462,744.5000,573.5000,656.8000,720.6000,56.5878,13,33.7692,43.0200,27.5500,30.7100,36.8900,4.3979,13,10.4612,13.4347,7.6499,9.7471,11.3001,1.7179,86244.8462,-15.2688,9.9955,63.8000,9.4261,171.0000,8.3605,-18.4169,27.3941,6.1800,18.3007,15.4700,13.0234,-26.8734,28.4240,1.5530,14.8457,5.7848,16.4219
Algorand,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,13,405.3538,533.9000,263.2000,374.6000,440.1000,78.6234,13,45.9208,64.2500,38.2900,39.5400,47.7000,9.2654,13,10.2479,12.7940,7.6616,8.5479,11.3930,1.6186,51358.0769,-35.0691,31.7121,65.5000,16.1587,270.7000,19.3962,-16.6173,39.9149,8.1600,17.7697,25.9600,20.1769,-25.2370,24.8457,2.8451,27.7632,5.1324,15.7948
Algorand,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,16,96.8375,277.4000,0.5000,20.8000,177.5750,96.1047,16,42.4525,65.2400,16.5300,21.8400,63.1925,21.0961,16,9.4617,12.2341,6.8082,8.2443,10.4622,1.4658,14832.2500,-99.4837,186.4593,156.7750,161.8949,276.9000,99.2433,-61.0624,53.6776,41.3525,97.4089,48.7100,49.6933,-28.0441,29.3013,2.2179,23.4410,5.4258,15.4917
Algorand,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,13,50.8154,107.8000,6.0000,27.5000,69.8000,30.9973,13,80.8192,140.7900,53.1000,67.9800,87.4800,24.6327,13,9.2669,10.9841,6.6161,8.4212,10.7964,1.5472,8637.9231,-88.1926,112.1405,42.3000,83.2425,101.8000,60.9999,-34.2978,74.2036,19.5000,24.1279,87.6900,30.4787,-28.6052,18.5306,2.3752,25.6309,4.3680,16.6957
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,13,124.0231,158.2000,59.9000,117.6000,148.9000,30.6258,13,24.4800,36.0200,19.3600,22.8600,24.8500,3.8284,13,14.0809,18.2516,11.4733,12.2244,15.3058,1.9629,22424.6154,-51.7025,27.5569,31.3000,25.2372,98.3000,24.6936,-20.9150,47.1405,1.9900,8.1291,16.6600,15.6390,-18.5184,29.6198,3.0814,21.8834,6.7783,13.9404
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,13,106.6000,144.7000,52.2000,72.7000,127.9000,32.9245,13,39.9485,68.9600,26.9300,29.0900,50.1000,14.9317,13,14.8063,19.9245,10.6057,13.2737,15.9514,2.7566,19273.6923,-51.0319,35.7411,55.2000,51.7824,92.5000,30.8860,-32.5881,72.6224,21.0100,52.5928,42.0300,37.3774,-28.3706,34.5674,2.6777,18.0849,9.3188,18.6176
Algorand,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,13,225.5385,312.5000,87.8000,208.8000,278.5000,62.0014,13,84.1031,103.7200,58.8100,79.6200,91.3400,12.0637,13,20.9025,24.0884,15.5571,20.2274,22.6093,2.4273,66070.3077,-61.0709,38.5573,69.7000,30.9038,224.7000,27.4904,-30.0739,23.3249,11.7200,13.9353,44.9100,14.3440,-25.5730,15.2419,2.3819,11.3955,8.5313,11.6127
Algorand,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,13,227.9923,299.8000,142.6000,180.8000,264.0000,50.5942,13,100.1723,123.1300,78.8600,89.7600,108.1700,14.0235,13,20.9147,25.7913,16.0243,20.1657,22.2172,3.1470,67571.4615,-37.4540,31.4957,83.2000,36.4925,157.2000,22.1912,-21.2756,22.9182,18.4100,18.3783,44.2700,13.9994,-23.3824,23.3167,2.0516,9.8092,9.7670,15.0470
Algorand,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,13,190.8077,192.5000,189.9000,189.9000,191.7000,1.0468,13,13.1454,13.3100,13.0100,13.1000,13.2000,0.0806,13,22.1351,24.6792,16.2189,21.7165,23.6911,2.4584,57229.6923,-0.4757,0.8869,1.8000,0.9434,2.6000,0.5486,-1.0299,1.2523,0.1000,0.7607,0.3000,0.6130,-26.7278,11.4933,1.9746,8.9206,8.4603,11.1065
Algorand,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,13,190.8000,191.7000,189.8000,190.4000,191.1000,0.5553,13,13.3177,13.4800,13.1700,13.2200,13.3700,0.1035,13,22.8021,28.3360,17.1070,21.3004,24.4800,2.7793,57231.0769,-0.5241,0.4717,0.7000,0.3669,1.9000,0.2910,-1.1090,1.2187,0.1500,1.1263,0.3100,0.7768,-24.9766,24.2690,3.1796,13.9444,11.2290,12.1886
Algorand,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,13,511.1462,534.7000,500.4000,506.9000,514.4000,8.5483,13,17.5362,18.3100,16.8800,17.2100,17.8100,0.4778,13,22.9236,28.1340,16.8742,21.1850,24.3043,3.1469,155213.9231,-2.1024,4.6080,7.5000,1.4673,34.3000,1.6724,-3.7417,4.4129,0.6000,3.4215,1.4300,2.7249,-26.3894,22.7295,3.1193,13.6074,11.2598,13.7277
Algorand,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,13,378.9692,468.2000,319.0000,335.7000,416.1000,51.3303,13,33.4654,41.6800,26.5600,31.4700,34.7600,4.2460,13,22.1195,27.5833,16.4712,20.2524,24.2710,3.4092,114462.3077,-15.8243,23.5457,80.4000,21.2154,149.2000,13.5447,-20.6344,24.5466,3.2900,9.8311,15.1200,12.6877,-25.5354,24.7015,4.0187,18.1681,11.1122,15.4126
Algorand,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,14,790.0571,849.7000,733.7000,766.7750,809.3250,32.7079,14,29.5093,35.8900,22.8400,26.5825,31.2875,3.8946,14,9.2301,11.8193,5.8948,8.7273,10.2365,1.6305,99891.0714,-7.1333,7.5492,42.5500,5.3857,116.0000,4.1399,-22.6006,21.6227,4.7050,15.9441,13.0500,13.1978,-36.1346,28.0523,1.5092,16.3511,5.9245,17.6651
Algorand,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,13,485.7923,643.9000,270.3000,469.7000,555.6000,107.6456,13,48.5100,75.5500,36.0000,39.5800,53.8600,13.1005,13,10.5730,13.2096,7.4538,10.0421,12.0518,1.6569,61361.4615,-44.3589,32.5464,85.9000,17.6825,373.6000,22.1588,-25.7885,55.7411,14.2800,29.4372,39.5500,27.0057,-29.5014,24.9372,2.0097,19.0082,5.7558,15.6712
Algorand,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,14,129.6000,335.2000,2.8000,65.0000,164.9750,97.2408,14,43.6779,64.0800,13.9800,36.7825,54.0750,15.3305,14,9.2940,12.2170,5.5891,8.5805,10.3843,1.6394,19625.5000,-97.8395,158.6420,99.9750,77.1412,332.4000,75.0315,-67.9929,46.7105,17.2925,39.5910,50.1000,35.0991,-39.8638,31.4502,1.8039,19.4089,6.6279,17.6393
Algorand,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,13,71.8846,183.9000,19.8000,53.0000,78.3000,41.3943,13,79.9446,154.1000,21.0100,61.1500,86.1500,34.0168,13,8.8003,11.0374,7.0833,8.0773,9.5628,1.1724,12729.6923,-72.4559,155.8266,25.3000,35.1953,164.1000,57.5843,-73.7193,92.7584,25.0000,31.2716,133.0900,42.5505,-19.5105,25.4213,1.4855,16.8806,3.9541,13.3225
Algorand,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,14,147.1429,163.7000,81.4000,153.5000,160.5250,24.6107,14,21.0743,24.0600,15.1400,20.8750,22.3975,2.3129,14,15.2147,20.5844,10.4940,12.7795,16.7343,3.0013,26606.3571,-44.6796,11.2524,7.0250,4.7743,82.3000,16.7257,-28.1589,14.1676,1.5225,7.2244,8.9200,10.9748,-31.0276,35.2922,3.9548,25.9929,10.0904,19.7263
Algorand,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,13,125.7769,155.4000,90.6000,115.8000,137.7000,18.2240,13,31.4469,49.9000,21.4200,25.3300,35.9600,9.8788,13,15.3301,17.9678,12.4068,13.1385,16.7161,1.9249,22744.3846,-27.9677,23.5521,21.9000,17.4118,64.8000,14.4891,-31.8852,58.6801,10.6300,33.8030,28.4800,31.4142,-19.0690,17.2058,3.5776,23.3370,5.5610,12.5562
Algorand,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,13,270.6000,353.7000,191.0000,260.7000,290.2000,46.4058,13,77.5185,87.3200,59.0400,72.0200,83.8200,8.1626,13,21.5935,28.8145,14.7793,17.5574,24.2800,4.3788,80738.7692,-29.4161,30.7095,29.5000,10.9017,162.7000,17.1492,-23.8375,12.6441,11.8000,15.2222,28.2800,10.5298,-31.5564,33.4408,6.7226,31.1325,14.0351,20.2784
Algorand,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,232.7538,324.1000,109.1000,228.2000,264.8000,59.7924,13,94.6531,113.3200,78.7000,85.1300,103.2000,11.2333,13,21.4330,25.6176,17.2988,19.5648,23.5602,2.6523,68985.8462,-53.1264,39.2458,36.6000,15.7248,215.0000,25.6891,-16.8543,19.7214,18.0700,19.0908,34.6200,11.8678,-19.2887,19.5244,3.9954,18.6414,8.3188,12.3747
Algorand,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,13,192.2615,193.5000,190.8000,191.0000,193.4000,1.2540,13,11.7415,11.8300,11.6500,11.7100,11.8000,0.0597,13,22.8482,29.4315,16.4073,21.9103,24.6299,3.6121,57670.9231,-0.7602,0.6442,2.4000,1.2483,2.7000,0.6522,-0.7796,0.7534,0.0900,0.7665,0.1800,0.5085,-28.1899,28.8134,2.7196,11.9029,13.0242,15.8090
Algorand,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,192.3538,193.5000,189.8000,191.6000,193.1000,1.1155,13,12.6977,18.2700,11.7000,11.7600,11.8400,2.2428,13,21.9810,26.1703,18.9623,19.7087,23.5943,2.6117,57697.7692,-1.3277,0.5959,1.5000,0.7798,3.7000,0.5799,-7.8573,43.8844,0.0800,0.6300,6.5700,17.6627,-13.7334,19.0586,3.8856,17.6772,7.2080,11.8814
Algorand,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,13,553.7462,620.7000,538.1000,544.2000,555.7000,21.6716,13,15.2754,20.0400,14.6200,14.6900,15.0500,1.4417,13,23.3893,36.2513,17.2548,19.2778,25.6820,5.1228,167968.8462,-2.8255,12.0911,11.5000,2.0768,82.6000,3.9136,-4.2905,31.1915,0.3600,2.3567,5.4200,9.4382,-26.2277,54.9909,6.4043,27.3812,18.9965,21.9023
Algorand,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,13,495.2462,581.8000,433.5000,458.2000,517.5000,45.4110,13,23.9415,33.9700,17.7400,20.7600,26.4500,4.5873,13,22.0665,27.1657,15.9693,20.6181,23.8932,3.0956,150056.0769,-12.4678,17.4769,59.3000,11.9738,148.3000,9.1694,-25.9028,41.8873,5.6900,23.7662,16.2300,19.1606,-27.6311,23.1082,3.2751,14.8420,11.1964,14.0286
Algorand,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,13,759.1692,835.1000,666.9000,732.4000,793.4000,49.4461,13,31.9146,35.4100,27.2100,29.9900,34.5900,2.6797,13,11.1191,14.8028,8.2276,9.7943,12.3673,1.8289,95798.3846,-12.1540,10.0018,61.0000,8.0351,168.2000,6.5132,-14.7413,10.9523,4.6000,14.4135,8.2000,8.3965,-26.0047,33.1294,2.5729,23.1398,6.5752,16.4479
Algorand,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,440.7846,594.4000,226.0000,365.7000,512.4000,114.3537,13,52.0200,75.2300,37.5600,43.7500,56.5600,11.8478,13,10.7605,13.1050,8.3908,9.9538,11.7270,1.5112,56521.3077,-48.7278,34.8504,146.7000,33.2816,368.4000,25.9432,-27.7970,44.6175,12.8100,24.6251,37.6700,22.7755,-22.0221,21.7885,1.7731,16.4783,4.7142,14.0440
Algorand,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,13,123.4846,215.5000,29.9000,62.9000,172.8000,61.8103,13,47.2354,67.6400,14.8100,45.3400,55.0600,15.5225,13,8.8462,12.5530,5.6491,7.8719,9.8410,1.9892,18162.0000,-75.7865,74.5157,109.9000,88.9989,185.6000,50.0551,-68.6464,43.1977,9.7200,20.5778,52.8300,32.8620,-36.1416,41.9025,1.9691,22.2596,6.9040,22.4861
Algorand,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,67.6154,153.6000,13.2000,40.7000,94.1000,39.7006,13,79.4415,129.3600,61.7000,67.6800,81.2500,18.3385,13,9.0584,12.2786,5.8817,7.7435,9.7093,1.8646,10668.1538,-80.4778,127.1672,53.4000,78.9761,140.4000,58.7153,-22.3328,62.8367,13.5700,17.0817,67.6600,23.0842,-35.0694,35.5488,1.9658,21.7013,6.3969,20.5837
Algorand,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,119.6538,160.2000,45.3000,108.8000,136.9000,36.8748,13,20.6415,24.5200,17.3800,19.0800,21.7900,2.1921,13,13.7856,18.0259,10.0301,12.1766,15.3785,2.1982,21632.7692,-62.1408,33.8862,28.1000,23.4844,114.9000,30.8179,-15.8008,18.7896,2.7100,13.1289,7.1400,10.6200,-27.2420,30.7590,3.2019,23.2266,7.9958,15.9460
Algorand,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,125.5154,149.6000,63.8000,124.1000,141.6000,25.4939,13,31.4046,60.0400,20.0500,26.5800,32.1100,10.3569,13,14.1686,16.0995,11.2994,12.1908,15.8210,1.7792,22693.4615,-49.1696,19.1886,17.5000,13.9425,85.8000,20.3113,-36.1559,91.1821,5.5300,17.6089,39.9900,32.9789,-20.2505,13.6279,3.6302,25.6214,4.8001,12.5574
Algorand,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,13,235.0000,329.2000,150.1000,185.6000,278.1000,60.5141,13,79.6415,96.8100,57.3700,68.9800,86.2200,11.9307,13,20.6340,26.8042,13.5077,18.4198,22.5140,3.9049,68954.2308,-36.1277,40.0851,92.5000,39.3617,179.1000,25.7507,-27.9647,21.5572,17.2400,21.6470,39.4400,14.9805,-34.5365,29.9032,4.0942,19.8419,13.2965,18.9247
Algorand,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,250.5923,340.9000,123.7000,246.3000,270.0000,55.8097,13,85.9477,107.4100,55.1000,78.9700,96.7500,15.6732,13,20.7853,28.1934,14.4962,17.2822,24.0597,4.6718,73477.1538,-50.6370,36.0377,23.7000,9.4576,217.2000,22.2711,-35.8912,24.9714,17.7800,20.6870,52.3100,18.2357,-30.2576,35.6408,6.7775,32.6072,13.6972,22.4766
Algorand,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,13,192.8462,193.4000,191.6000,192.6000,193.3000,0.5109,13,11.9123,12.0500,11.8300,11.8800,11.9500,0.0579,13,21.8476,24.1183,16.7343,21.2309,23.5228,2.1135,57844.6923,-0.6462,0.2872,0.7000,0.3630,1.8000,0.2649,-0.6909,1.1559,0.0700,0.5876,0.2200,0.4861,-23.4045,10.3931,2.2919,10.4904,7.3840,9.6740
Algorand,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,192.6769,193.5000,190.8000,192.2000,193.2000,0.7726,13,12.9315,18.1500,11.9200,11.9700,12.0500,2.2813,13,23.1341,29.3039,19.0053,22.1657,23.8331,2.8204,57789.4615,-0.9741,0.4272,1.0000,0.5190,2.7000,0.4010,-7.8223,40.3545,0.0800,0.6186,6.2300,17.6410,-17.8470,26.6699,1.6674,7.2075,10.2986,12.1915
Algorand,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,13,552.0231,575.3000,537.1000,543.7000,560.4000,12.8131,13,15.6446,19.8500,14.8600,15.0800,15.5600,1.2995,13,22.0982,27.2477,18.8216,20.7118,23.0800,2.5827,167281.7692,-2.7033,4.2167,16.7000,3.0252,38.2000,2.3211,-5.0152,26.8807,0.4800,3.0681,4.9900,8.3066,-14.8272,23.3029,2.3682,10.7168,8.4261,11.6873
Algorand,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,13,425.7231,520.0000,350.6000,375.9000,458.1000,58.1442,13,28.2415,35.8300,19.7100,25.3800,30.9000,4.8948,13,22.5890,27.5009,18.4517,20.1997,24.4614,2.8556,128745.0769,-17.6460,22.1451,82.2000,19.3083,169.4000,13.6577,-30.2092,26.8699,5.5200,19.5457,16.1200,17.3318,-18.3156,21.7446,4.2616,18.8660,9.0492,12.6415
Algorand,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,13,612.9077,673.3000,517.5000,589.1000,651.2000,51.3675,13,39.1946,43.3100,35.4500,37.9400,40.3200,2.1683,13,10.2329,13.0205,7.6742,8.9706,11.6096,1.7360,78044.3077,-15.5664,9.8534,62.1000,10.1320,155.8000,8.3809,-9.5539,10.4999,2.3800,6.0723,7.8600,5.5320,-25.0044,27.2417,2.6390,25.7895,5.3463,16.9645
Algorand,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,13,276.6000,376.5000,125.6000,247.8000,303.7000,65.6476,13,65.5123,76.5800,46.0000,58.6500,71.6600,9.6339,13,10.6256,14.2195,7.7349,9.6659,11.6853,1.8441,34768.6923,-54.5915,36.1171,55.9000,20.2097,250.9000,23.7338,-29.7842,16.8941,13.0100,19.8589,30.5800,14.7055,-27.2046,33.8234,2.0194,19.0047,6.4846,17.3550
Algorand,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,17,84.5412,230.2000,9.6000,36.8000,117.2000,60.8576,17,53.0029,90.4500,23.4500,39.6900,65.2000,18.2814,17,9.5562,11.5949,7.9736,8.8707,10.0409,1.0554,12353.7059,-88.6446,172.2933,80.4000,95.1016,220.6000,71.9857,-55.7572,70.6509,25.5100,48.1294,67.0000,34.4913,-16.5612,21.3336,1.1702,12.2454,3.6213,11.0445
Algorand,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,11,38.7727,80.1000,4.9000,17.5500,67.4000,27.5868,11,75.4982,92.4900,64.7300,70.8900,79.5900,8.1524,11,9.1557,11.7848,6.5312,8.5358,10.0623,1.4433,6213.1818,-87.3623,106.5885,49.8500,128.5698,75.2000,71.1499,-14.2628,22.5063,8.7000,11.5235,27.7600,10.7981,-28.6656,28.7153,1.5265,16.6731,5.2536,15.7640
Algorand,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,13,78.9385,145.6000,14.4000,56.2000,102.9000,36.5040,13,26.8446,31.7200,18.8400,25.6800,29.1800,3.5413,13,15.3940,18.9541,11.2926,14.3384,16.4101,2.2595,14273.6923,-81.7579,84.4475,46.7000,59.1600,131.2000,46.2436,-29.8183,18.1615,3.5000,13.0380,12.8800,13.1918,-26.6425,23.1267,2.0717,13.4576,7.6615,14.6778
Algorand,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,13,94.9462,140.5000,13.7000,73.0000,124.9000,43.3223,13,47.9369,66.8500,34.2500,38.7000,54.9300,11.1822,13,14.3701,18.0652,11.6548,13.2677,15.5747,1.8946,17167.0000,-85.5708,47.9786,51.9000,54.6626,126.8000,45.6282,-28.5519,39.4541,16.2300,33.8570,32.6000,23.3270,-18.8949,25.7143,2.3070,16.0543,6.4104,13.1843
Algorand,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,12,151.7667,226.0000,74.2000,88.4500,201.7250,59.8540,12,107.5967,125.5000,88.6600,103.8900,114.8850,9.8533,12,21.2828,25.6987,14.6213,20.2004,22.9175,2.9470,44685.5000,-51.1092,48.9128,113.2750,74.6376,151.8000,39.4382,-17.5997,16.6393,10.9950,10.2187,36.8400,9.1576,-31.2998,20.7487,2.7171,12.7665,11.0774,13.8466
Algorand,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,13,170.2615,238.9000,29.2000,157.1000,210.6000,67.6678,13,109.9200,126.6800,89.1100,101.3500,120.1900,12.7743,13,21.2343,26.0942,17.2897,19.4968,23.4440,2.6848,50050.3077,-82.8499,40.3135,53.5000,31.4222,209.7000,39.7434,-18.9320,15.2475,18.8400,17.1397,37.5700,11.6215,-18.5763,22.8869,3.9472,18.5888,8.8044,12.6437
Algorand,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,13,190.5615,190.9000,190.2000,190.3000,190.8000,0.2631,13,15.2977,15.4400,15.0900,15.1900,15.4000,0.1193,13,21.2604,27.5473,17.8920,19.5593,21.9772,2.5910,57163.7692,-0.1897,0.1776,0.5000,0.2624,0.7000,0.1381,-1.3577,0.9303,0.2100,1.3728,0.3500,0.7799,-15.8435,29.5712,2.4179,11.3728,9.6553,12.1870
Algorand,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,13,190.6692,191.8000,189.4000,190.1000,191.1000,0.6499,13,15.3731,15.6100,15.2400,15.2900,15.4300,0.1013,13,22.2771,29.1014,16.7376,19.9876,24.6238,3.4689,57184.6154,-0.6657,0.5931,1.0000,0.5245,2.4000,0.3408,-0.8656,1.5412,0.1400,0.9107,0.3700,0.6588,-24.8662,30.6338,4.6362,20.8116,12.3638,15.5716
Algorand,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,13,486.6308,514.2000,454.1000,469.2000,505.4000,20.8549,13,25.4946,31.9900,22.3100,23.6000,26.8700,2.5469,13,23.2562,26.7148,16.6060,22.0515,24.5292,2.6086,147332.2308,-6.6849,5.6653,36.2000,7.4389,60.1000,4.2856,-12.4913,25.4775,3.2700,12.8262,9.6800,9.9900,-28.5953,14.8715,2.4776,10.6537,10.1087,11.2167
Algorand,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,13,265.1385,309.6000,197.0000,257.2000,278.1000,29.2280,13,50.8715,68.8300,39.5100,45.2500,55.8000,8.1657,13,22.2989,25.1162,20.3696,21.2869,23.2578,1.5320,80008.3846,-25.6992,16.7692,20.9000,7.8827,112.6000,11.0237,-22.3338,35.3016,10.5500,20.7385,29.3200,16.0516,-8.6519,12.6345,1.9709,8.8386,4.7466,6.8704
Algorand,torus,DDoS,8,16,10,2023,hop,10 nodes,0,13,762.2462,806.5000,676.9000,737.7000,793.1000,43.7601,13,30.5223,37.4600,25.1100,27.3200,33.5700,3.8517,13,10.0803,12.9435,7.3253,9.4268,10.7171,1.5179,96415.1538,-11.1967,5.8057,55.4000,7.2680,129.6000,5.7409,-17.7323,22.7299,6.2500,20.4768,12.3500,12.6192,-27.3301,28.4038,1.2903,12.8001,5.6181,15.0580
Algorand,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,412.7692,497.0000,303.3000,352.9000,450.5000,57.2403,13,48.2238,60.1600,40.8000,45.2700,49.6900,6.1431,13,10.4533,12.4474,7.3135,9.5347,11.9005,1.4520,52729.3846,-26.5207,20.4063,97.6000,23.6452,193.7000,13.8674,-15.3946,24.7516,4.4200,9.1656,19.3600,12.7387,-30.0363,19.0760,2.3658,22.6323,5.1339,13.8906
Algorand,torus,FIFA,8,16,10,2023,hop,10 nodes,0,13,149.6923,263.9000,4.2000,113.3000,198.4000,73.8065,13,46.7938,62.2300,17.6400,40.2500,56.4000,14.4985,13,8.9889,11.2644,6.6382,8.3927,9.5152,1.3181,22445.2308,-97.1942,76.2950,85.1000,56.8499,259.7000,49.3055,-62.3027,32.9876,16.1500,34.5131,44.5900,30.9838,-26.1508,25.3146,1.1225,12.4879,4.6262,14.6631
Algorand,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,59.2231,126.8000,8.6000,34.2000,74.4000,34.8960,13,66.6200,89.1000,27.0900,61.5400,76.6700,16.3583,13,9.1519,11.1291,6.3345,8.3761,9.9819,1.2531,8993.0769,-85.4786,114.1057,40.2000,67.8789,118.2000,58.9230,-59.3365,33.7436,15.1300,22.7109,62.0100,24.5547,-30.7845,21.6042,1.6058,17.5458,4.7946,13.6920
Algorand,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,13,126.2308,152.2000,30.2000,131.4000,149.4000,38.6163,13,23.0585,28.1000,19.3900,22.4700,23.5300,1.9229,13,14.3379,18.8384,11.0067,13.0072,15.0633,2.3262,22825.8462,-76.0756,20.5728,18.0000,14.2596,122.0000,30.5918,-15.9094,21.8642,1.0600,4.5970,8.7100,8.3391,-23.2335,31.3886,2.0561,14.3402,7.8317,16.2244
Algorand,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,98.9462,141.6000,41.7000,70.3000,132.4000,33.5271,13,39.5985,60.3900,27.8300,30.2300,46.0400,9.6502,13,14.7533,17.6256,11.4359,13.4179,15.9280,1.7718,17891.2308,-57.8559,43.1081,62.1000,62.7614,99.9000,33.8842,-29.7195,52.5059,15.8100,39.9258,32.5600,24.3701,-22.4854,19.4693,2.5100,17.0133,6.1897,12.0092
Algorand,torus,Gaming,8,16,10,2023,hop,10 nodes,0,13,258.1077,307.7000,191.7000,248.2000,278.5000,32.6749,13,83.3262,104.4400,62.9400,76.3700,87.4000,10.7561,13,21.7156,27.2111,16.8268,20.0990,23.6515,2.9343,76071.4615,-25.7287,19.2138,30.3000,11.7393,116.0000,12.6594,-24.4655,25.3388,11.0300,13.2371,41.5000,12.9085,-22.5130,25.3068,3.5525,16.3592,10.3844,13.5122
Algorand,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,223.6000,301.9000,63.0000,222.6000,266.3000,70.8554,13,89.1677,108.4800,68.0400,79.7200,96.5900,11.5635,13,21.8958,27.1405,15.6640,19.0609,24.3852,3.4904,65725.3846,-71.8247,35.0179,43.7000,19.5438,238.9000,31.6885,-23.6943,21.6584,16.8700,18.9194,40.4400,12.9683,-28.4613,23.9527,5.3243,24.3167,11.4765,15.9411
Algorand,torus,PayPal,8,16,10,2023,hop,10 nodes,0,13,191.0308,191.9000,190.5000,190.7000,191.6000,0.5040,13,12.2362,12.3500,12.0800,12.1800,12.2900,0.0703,13,22.0623,25.5464,16.4412,21.1930,23.0439,2.5273,57303.4615,-0.2778,0.4550,0.9000,0.4711,1.4000,0.2638,-1.2762,0.9304,0.1100,0.8990,0.2700,0.5745,-25.4785,15.7921,1.8509,8.3895,9.1053,11.4553
Algorand,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,191.3231,193.3000,190.5000,190.8000,191.3000,0.8899,13,12.3377,12.6000,12.2000,12.2900,12.3600,0.1026,13,23.2130,30.9664,17.2140,21.4426,24.8467,3.5985,57386.6154,-0.4302,1.0333,0.5000,0.2613,2.8000,0.4651,-1.1160,2.1261,0.0700,0.5674,0.4000,0.8313,-25.8432,33.4010,3.4040,14.6642,13.7524,15.5019
Algorand,torus,VISA,8,16,10,2023,hop,10 nodes,0,13,533.6538,544.4000,522.0000,528.9000,538.9000,7.4379,13,16.2408,22.9600,15.4200,15.5700,15.8000,2.0274,13,22.5388,25.6270,18.9099,20.5903,23.8572,2.2558,162460.9231,-2.1838,2.0137,10.0000,1.8739,22.4000,1.3938,-5.0538,41.3726,0.2300,1.4162,7.5400,12.4836,-16.1009,13.7019,3.2669,14.4947,6.7172,10.0087
