blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,average_throughput_count,average_throughput_mean,average_throughput_max,average_throughput_min,average_throughput_q25,average_throughput_q75,average_throughput_std,average_latency_count,average_latency_mean,average_latency_max,average_latency_min,average_latency_q25,average_latency_q75,average_latency_std,energy_count,energy_mean,energy_max,energy_min,energy_q25,energy_q75,energy_std,commit_number_mean,average_throughput_min_perc,average_throughput_max_perc,average_throughput_iqr,average_throughput_iqr_perc,average_throughput_delta_abs,average_throughput_std_perc,average_latency_min_perc,average_latency_max_perc,average_latency_iqr,average_latency_iqr_perc,average_latency_delta_abs,average_latency_std_perc,energy_min_perc,energy_max_perc,energy_iqr,energy_iqr_perc,energy_delta_abs,energy_std_perc
Diem,torus,VISA,8,16,10,2023,hop,10 nodes,0,13,392.9462,421.9000,338.7000,377.8000,416.7000,25.3176,13,128.6785,138.0300,123.7500,126.1000,129.5200,3.7874,13,23.1955,28.6324,17.2689,21.4287,25.4319,3.3876,119505.6154,-13.8050,7.3684,38.9000,9.8996,83.2000,6.4430,-3.8301,7.2674,3.4200,2.6578,14.2800,2.9433,-25.5507,23.4396,4.0032,17.2584,11.3635,14.6047
Diem,torus,VISA,8,16,10,2023,hop,40 nodes,0,13,191.9692,224.5000,61.2000,190.4000,207.4000,41.0652,13,151.0315,164.9100,83.4100,154.3100,158.4500,20.9433,13,22.9065,27.0920,19.1101,21.4038,24.7078,2.3942,57717.3846,-68.1199,16.9458,17.0000,8.8556,163.3000,21.3915,-44.7731,9.1891,4.1400,2.7411,81.5000,13.8669,-16.5736,18.2719,3.3040,14.4239,7.9819,10.4519
Ethereum,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,12.6769,20.5000,4.0000,10.3000,15.0000,4.6201,13,48.0123,73.0100,19.9200,39.8100,53.9300,15.8378,13,9.8746,11.5124,6.9026,9.2256,10.8714,1.2879,1521.3846,-68.4466,61.7112,4.7000,37.0752,16.5000,36.4449,-58.5106,52.0652,14.1200,29.4091,53.0900,32.9871,-30.0970,16.5864,1.6458,16.6674,4.6098,13.0427
Ethereum,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,13,12.3692,15.0000,8.2000,11.4000,13.0000,1.7337,13,58.4015,72.5200,45.7800,49.8000,62.5300,8.4310,13,9.9374,13.8110,7.0769,8.7050,11.0939,1.9822,1485.6154,-33.7065,21.2687,1.6000,12.9353,6.8000,14.0161,-21.6117,24.1748,12.7300,21.7974,26.7400,14.4362,-28.7854,38.9795,2.3889,24.0397,6.7341,19.9467
Ethereum,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,14,2.0000,5.7000,0.8000,1.0000,2.4500,1.3411,14,10.1157,17.4700,5.9600,7.4450,13.1650,3.9598,14,9.3173,10.6385,7.1020,8.7549,10.2068,1.1254,224.8571,-60.0000,185.0000,1.4500,72.5000,4.9000,67.0534,-41.0818,72.7016,5.7200,56.5457,11.5100,39.1447,-23.7757,14.1800,1.4519,15.5826,3.5365,12.0789
Ethereum,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,13,3.6923,5.7000,1.1000,3.0000,4.3000,1.3512,13,18.6008,33.0900,12.2100,14.5600,18.4400,6.5360,13,9.1052,11.4474,7.3024,8.3517,9.7800,1.0908,374.0769,-70.2083,54.3750,1.3000,35.2083,4.6000,36.5953,-34.3576,77.8959,3.8800,20.8594,20.8800,35.1386,-19.7996,25.7236,1.4282,15.6860,4.1450,11.9800
Ethereum,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,13,10.7846,19.0000,7.1000,8.9000,12.4000,3.3106,13,90.1615,99.4000,75.2200,87.9500,94.8000,7.0009,13,14.0173,18.3642,10.4341,12.9005,15.2699,2.4225,1949.2308,-34.1655,76.1769,3.5000,32.4536,11.9000,30.6970,-16.5720,10.2466,6.8500,7.5975,24.1800,7.7649,-25.5632,31.0108,2.3695,16.9039,7.9302,17.2821
Ethereum,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,13,8.2462,10.0000,6.8000,7.9000,8.9000,1.0627,13,90.6392,98.4100,81.3100,89.9800,92.1100,4.5059,13,14.3926,17.9555,9.9580,13.0756,15.8494,2.2357,1490.1538,-17.5373,21.2687,1.0000,12.1269,3.2000,12.8874,-10.2927,8.5733,2.1300,2.3500,17.1000,4.9713,-30.8119,24.7553,2.7738,19.2725,7.9976,15.5338
Ethereum,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,13,0.4846,0.8000,0.1000,0.3000,0.7000,0.2641,13,42.3777,89.3800,2.7900,12.1800,68.6000,31.5561,13,21.3614,27.4976,18.2140,18.5616,22.5648,2.8019,138.0000,-79.3651,65.0794,0.4000,82.5397,0.7000,54.4948,-93.4163,110.9129,56.4200,133.1361,86.5900,74.4638,-14.7343,28.7255,4.0033,18.7406,9.2836,13.1167
Ethereum,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.9385,1.1000,0.8000,0.9000,1.0000,0.0870,13,90.1754,104.2600,64.3500,87.1600,98.8800,11.3132,13,21.3386,27.7291,14.5449,18.5963,24.1654,4.2516,262.5385,-14.7541,17.2131,0.1000,10.6557,0.3000,9.2675,-28.6391,15.6191,11.7200,12.9969,39.9100,12.5458,-31.8379,29.9480,5.5691,26.0986,13.1842,19.9243
Ethereum,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,14,11.0214,13.1000,3.8000,11.0250,12.4750,2.6033,14,148.4714,227.9800,128.5000,130.8250,152.8550,27.2208,14,23.1006,31.8859,15.0389,19.0900,26.2982,4.9715,3305.6429,-65.5217,18.8594,1.4500,13.1562,9.3000,23.6204,-13.4514,53.5514,22.0300,14.8379,99.4800,18.3340,-34.8981,38.0311,7.2082,31.2037,16.8470,21.5212
Ethereum,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,13,8.1769,8.5000,8.0000,8.0000,8.3000,0.1641,13,133.8469,143.4600,127.1500,131.0400,135.2300,4.1288,13,22.3442,25.3403,18.9188,20.7929,23.5124,1.9279,2451.3846,-2.1637,3.9511,0.3000,3.6689,0.5000,2.0067,-5.0034,7.1821,4.1900,3.1304,16.3100,3.0847,-15.3304,13.4086,2.7195,12.1709,6.4215,8.6281
Ethereum,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,13,14.2538,18.0000,8.8000,13.7000,15.3000,2.4747,13,155.9408,207.8900,128.7800,140.9400,156.7200,24.9854,13,21.7984,31.4260,14.6682,18.3252,24.3432,5.0129,4278.4615,-38.2623,26.2817,1.6000,11.2250,9.2000,17.3619,-17.4174,33.3134,15.7800,10.1192,79.1100,16.0224,-32.7095,44.1669,6.0180,27.6075,16.7578,22.9965
Ethereum,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,13,9.6462,10.5000,8.9000,9.4000,9.9000,0.4484,13,134.3762,151.1500,120.9800,128.2000,137.0400,8.9544,13,23.3310,29.6651,18.2195,20.3245,26.6190,3.9809,2892.2308,-7.7352,8.8517,0.5000,5.1834,1.6000,4.6481,-9.9691,12.4828,8.8400,6.5785,30.1700,6.6637,-21.9087,27.1491,6.2945,26.9791,11.4457,17.0627
Ethereum,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,11,10.8727,19.7000,5.5000,9.2500,11.9000,3.7345,11,48.8964,62.6200,33.7200,43.3300,54.9150,9.4493,11,10.4663,13.8204,7.9430,9.1325,12.0373,1.8632,1303.0000,-49.4147,81.1873,2.6500,24.3729,14.2000,34.3470,-31.0378,28.0668,11.5850,23.6930,28.9000,19.3252,-24.1091,32.0461,2.9048,27.7539,5.8774,17.8017
Ethereum,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,13,9.6462,12.6000,7.2000,8.1000,11.5000,2.0419,13,56.9492,66.5000,49.0200,53.0000,59.6500,5.2669,13,10.4842,13.6612,7.9289,9.3839,11.2306,1.7093,1157.9231,-25.3589,30.6220,3.4000,35.2472,5.4000,21.1680,-13.9233,16.7707,6.6500,11.6771,17.4800,9.2484,-24.3721,30.3030,1.8468,17.6148,5.7322,16.3033
Ethereum,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,13,2.0692,4.3000,0.6000,0.9000,3.0000,1.1499,13,11.5869,30.4000,2.9100,7.1400,13.8500,7.8496,13,8.9486,11.4219,7.3606,7.7277,9.8654,1.3057,239.3077,-71.0037,107.8067,2.1000,101.4870,3.7000,55.5722,-74.8855,162.3647,6.7100,57.9101,27.4900,67.7456,-17.7462,27.6385,2.1377,23.8885,4.0613,14.5905
Ethereum,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,13,2.9154,4.9000,1.1000,2.4000,3.2000,0.9677,13,19.5800,28.3500,6.4400,12.9500,25.1100,7.0989,13,9.2162,11.1818,6.1172,8.5945,10.2151,1.5257,304.6154,-62.2691,68.0739,0.8000,27.4406,3.8000,33.1923,-67.1093,44.7906,12.1600,62.1042,21.9100,36.2559,-33.6248,21.3280,1.6206,17.5847,5.0645,16.5544
Ethereum,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,13,7.7154,9.1000,5.5000,7.1000,8.6000,1.1313,13,90.9531,108.5600,75.7800,86.9700,93.5200,8.0000,13,14.8187,17.4240,11.4122,13.8293,16.0254,1.7992,1392.9231,-28.7139,17.9462,1.5000,19.4417,3.6000,14.6624,-16.6823,19.3582,6.5500,7.2015,32.7800,8.7957,-22.9881,17.5811,2.1961,14.8196,6.0118,12.1414
Ethereum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,13,7.3308,8.4000,6.1000,7.0000,7.7000,0.7409,13,92.2985,99.0700,85.0700,88.1600,95.8500,4.4652,13,15.0307,17.7522,11.7323,13.5311,16.5981,1.9449,1325.9231,-16.7891,14.5855,0.7000,9.5488,2.3000,10.1071,-7.8316,7.3366,7.6900,8.3317,14.0000,4.8378,-21.9441,18.1064,3.0669,20.4045,6.0199,12.9397
Ethereum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,13,0.5692,0.8000,0.3000,0.5000,0.7000,0.1548,13,63.7031,95.5000,34.5600,53.2700,73.5900,17.7955,13,21.8014,29.5166,15.5876,19.4232,23.5707,3.5932,154.8462,-47.2973,40.5405,0.2000,35.1351,0.5000,27.2010,-45.7483,49.9143,20.3200,31.8980,60.9400,27.9350,-28.5018,35.3886,4.1476,19.0243,13.9290,16.4817
Ethereum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.8615,1.0000,0.7000,0.8000,0.9000,0.1044,13,90.1100,107.1500,73.1600,86.9500,93.8400,8.3976,13,20.4182,26.9393,15.4185,18.5123,21.8266,3.0628,240.0000,-18.7500,16.0714,0.1000,11.6071,0.3000,12.1168,-18.8103,18.9102,6.8900,7.6462,33.9900,9.3192,-24.4865,31.9380,3.3143,16.2321,11.5208,15.0006
Ethereum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,13,10.3308,11.2000,9.0000,10.1000,10.7000,0.6237,13,142.5585,174.2300,122.0200,129.9800,149.0500,13.9404,13,21.7271,25.1920,16.6572,20.5008,23.3393,2.6697,3096.3077,-12.8816,8.4140,0.6000,5.8079,2.2000,6.0371,-14.4070,22.2165,19.0700,13.3770,52.2100,9.7788,-23.3345,15.9471,2.8385,13.0645,8.5348,12.2873
Ethereum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,8.0308,8.3000,7.9000,7.9000,8.1000,0.1548,13,136.5623,143.3200,131.0300,135.4100,137.9700,3.1863,13,22.2370,27.0608,17.8286,20.4575,23.1151,2.6932,2409.4615,-1.6284,3.3525,0.2000,2.4904,0.4000,1.9280,-4.0511,4.9484,2.5600,1.8746,12.2900,2.3332,-19.8247,21.6925,2.6576,11.9512,9.2322,12.1113
Ethereum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,13,11.0615,14.9000,7.0000,9.8000,11.9000,2.0106,13,151.8700,214.3700,126.8900,143.1800,156.2600,20.7751,13,22.5108,27.1396,17.9509,21.5145,24.7445,2.6133,3320.0000,-36.7177,34.7010,2.1000,18.9847,7.9000,18.1766,-16.4483,41.1536,13.0800,8.6126,87.4800,13.6795,-20.2563,20.5625,3.2300,14.3487,9.1886,11.6091
Ethereum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,13,8.6462,9.1000,8.4000,8.5000,8.8000,0.2504,13,143.0785,151.8700,130.4400,135.6500,147.7800,6.9086,13,22.5112,28.0507,17.8849,19.3506,24.8057,3.1962,2591.4615,-2.8470,5.2491,0.3000,3.4698,0.7000,2.8959,-8.8332,6.1446,12.1300,8.4779,21.4300,4.8286,-20.5510,24.6075,5.4551,24.2327,10.1657,14.1984
Ethereum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,13,12.1769,16.5000,4.3000,10.8000,15.0000,3.6167,13,55.8546,94.2000,34.5900,45.1300,58.7500,17.8824,13,10.3106,12.5160,8.5330,9.1927,10.8315,1.2919,1461.3077,-64.6873,35.5022,4.2000,34.4915,12.2000,29.7010,-38.0714,68.6521,13.6200,24.3847,59.6100,32.0161,-17.2409,21.3894,1.6388,15.8942,3.9830,12.5298
Ethereum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,10.8846,13.9000,8.4000,9.3000,11.6000,1.8289,13,57.3946,66.9100,46.2200,51.7600,63.7200,6.7189,13,10.7570,13.6104,8.9414,9.6458,11.4009,1.4364,1308.4615,-22.8269,27.7032,2.3000,21.1307,5.5000,16.8023,-19.4698,16.5789,11.9600,20.8382,20.6900,11.7065,-16.8789,26.5258,1.7552,16.3163,4.6691,13.3533
Ethereum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,12,2.6583,5.3000,0.9000,2.0000,3.1250,1.2894,12,14.7883,27.2800,5.1100,10.4650,18.2025,6.1277,12,9.8025,11.6117,7.4958,8.7505,10.9080,1.3645,292.5000,-66.1442,99.3730,1.1250,42.3197,4.4000,48.5055,-65.4457,84.4697,7.7375,52.3216,22.1700,41.4360,-23.5319,18.4569,2.1574,22.0090,4.1160,13.9199
Ethereum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,3.1615,4.9000,1.1000,2.4000,3.9000,1.0532,13,22.6131,45.4500,10.4800,15.5900,24.8800,8.8822,13,9.0849,10.7238,6.7075,8.5140,9.8886,1.3564,330.4615,-65.2068,54.9878,1.5000,47.4453,3.8000,33.3129,-53.6551,100.9899,9.2900,41.0824,34.9700,39.2792,-26.1684,18.0399,1.3746,15.1306,4.0163,14.9301
Ethereum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,8.1538,11.2000,6.4000,6.7000,9.0000,1.5425,13,92.8385,104.7200,80.7800,89.4200,95.6700,6.2916,13,14.5199,18.0277,11.4615,13.6677,15.8042,2.1938,1476.6923,-21.5094,37.3585,2.3000,28.2075,4.8000,18.9177,-12.9886,12.7981,6.2500,6.7321,23.9400,6.7769,-21.0637,24.1583,2.1365,14.7142,6.5662,15.1087
Ethereum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,7.5308,8.5000,6.0000,7.2000,8.2000,0.7598,13,96.2377,105.1400,88.9900,92.7400,98.9100,4.5766,13,14.3156,18.3502,10.3223,13.8540,14.9315,1.9567,1360.8462,-20.3269,12.8703,1.0000,13.2789,2.5000,10.0894,-7.5310,9.2503,6.1700,6.4112,16.1500,4.7555,-27.8951,28.1832,1.0775,7.5267,8.0280,13.6685
Ethereum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,13,0.8385,1.1000,0.6000,0.7000,1.0000,0.1710,13,71.8362,112.9100,44.5300,56.6000,82.4800,20.1529,13,20.3454,27.1687,13.2025,18.5747,22.6757,3.6494,233.3846,-28.4404,31.1927,0.3000,35.7798,0.5000,20.3909,-38.0117,57.1771,25.8800,36.0264,68.3800,28.0540,-35.1083,33.5370,4.1010,20.1569,13.9662,17.9370
Ethereum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.9462,1.4000,0.7000,0.8000,1.0000,0.2222,13,97.2177,135.8800,75.4800,85.8800,104.2600,17.8823,13,20.7395,26.7611,17.5915,18.8123,21.6298,2.4458,262.0000,-26.0163,47.9675,0.2000,21.1382,0.7000,23.4813,-22.3598,39.7688,18.3800,18.9060,60.4000,18.3941,-15.1787,29.0346,2.8175,13.5852,9.1696,11.7931
Ethereum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,14,11.4571,15.1000,8.9000,10.3750,11.8000,1.7896,14,144.7936,197.1900,114.8800,139.5075,147.7050,18.6714,14,22.6891,29.2408,16.6980,20.1776,24.4520,3.3310,3436.4286,-22.3192,31.7955,1.4250,12.4377,6.2000,15.6199,-20.6595,36.1870,8.1975,5.6615,82.3100,12.8952,-26.4050,28.8762,4.2744,18.8391,12.5428,14.6812
Ethereum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,8.1077,8.8000,7.9000,8.0000,8.1000,0.2326,13,136.7346,144.8000,130.6000,135.3200,138.2700,4.1861,13,22.0948,25.4317,18.0052,20.4686,23.3098,2.3471,2435.2308,-2.5617,8.5389,0.1000,1.2334,0.9000,2.8689,-4.4865,5.8986,2.9500,2.1575,14.2000,3.0615,-18.5097,15.1023,2.8412,12.8591,7.4265,10.6228
Ethereum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,13,13.1846,17.1000,11.0000,12.5000,13.7000,1.4305,13,143.6415,163.1000,126.0800,135.1700,152.0500,11.0105,13,21.4276,25.3142,13.6412,21.2003,23.2466,3.5469,3951.3077,-16.5694,29.6966,1.2000,9.1015,6.1000,10.8500,-12.2259,13.5465,16.8800,11.7515,37.0200,7.6653,-36.3383,18.1383,2.0463,9.5499,11.6730,16.5531
Ethereum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,13,9.0154,9.8000,8.4000,8.8000,9.1000,0.4200,13,134.0869,145.0800,120.4000,131.9600,139.5000,7.0898,13,22.4385,28.4874,18.5255,20.0770,24.7207,3.2287,2707.4615,-6.8259,8.7031,0.3000,3.3276,1.4000,4.6588,-10.2075,8.1985,7.5400,5.6232,24.6800,5.2875,-17.4388,26.9574,4.6437,20.6952,9.9619,14.3889
Ethereum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,14,13.5500,20.5000,5.8000,10.6250,17.6000,4.8894,14,50.9279,92.5800,31.8200,42.4350,56.2500,14.9875,14,10.5676,12.6871,9.0566,9.9048,11.1946,1.0518,1627.0714,-57.1956,51.2915,6.9750,51.4760,14.7000,36.0838,-37.5195,81.7866,13.8150,27.1266,60.7600,29.4289,-14.2984,20.0563,1.2898,12.2051,3.6305,9.9527
Ethereum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,13,15.6231,20.5000,11.7000,14.0000,16.3000,2.5833,13,53.3400,62.3000,47.6400,50.1100,54.9100,4.5210,13,9.9448,12.4297,7.4725,8.4913,11.0406,1.7099,1874.0769,-25.1108,31.2161,2.3000,14.7218,8.8000,16.5353,-10.6862,16.7979,4.8000,8.9989,14.6600,8.4758,-24.8601,24.9866,2.5494,25.6350,4.9572,17.1940
Ethereum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,13,1.9846,3.7000,0.1000,1.1000,2.5000,1.0447,13,10.0046,17.6300,1.7100,5.8100,13.8300,5.3198,13,9.1877,11.3481,7.4115,8.3456,10.2577,1.1939,226.0000,-94.9612,86.4341,1.4000,70.5426,3.6000,52.6402,-82.9079,76.2187,8.0200,80.1630,15.9200,53.1736,-19.3324,23.5145,1.9122,20.8122,3.9366,12.9945
Ethereum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,13,3.9308,6.0000,2.1000,3.0000,5.3000,1.2906,13,17.5677,24.5300,8.0100,13.1300,22.3100,5.2475,13,9.3774,11.7582,7.3213,8.5299,10.2138,1.3820,400.0000,-46.5753,52.6419,2.3000,58.5127,3.9000,32.8332,-54.4049,39.6313,9.1800,52.2550,16.5200,29.8702,-21.9259,25.3885,1.6839,17.9565,4.4369,14.7378
Ethereum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,13,11.1923,14.2000,6.5000,9.7000,13.3000,2.5174,13,84.3585,94.0500,70.4100,77.8800,93.2500,8.9491,13,14.2929,16.5892,12.0778,12.5170,16.3845,1.7940,2024.4615,-41.9244,26.8729,3.6000,32.1649,7.7000,22.4925,-16.5348,11.4885,15.3700,18.2199,23.6400,10.6084,-15.4979,16.0666,3.8675,27.0591,4.5115,12.5515
Ethereum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,13,10.5923,15.9000,7.3000,9.2000,11.8000,2.2130,13,89.1677,99.0700,79.6000,87.0400,91.7400,5.5207,13,15.3821,18.6638,12.0102,14.4108,16.2952,1.8374,1916.8462,-31.0821,50.1089,2.6000,24.5461,8.6000,20.8927,-10.7300,11.1053,4.7000,5.2710,19.4700,6.1913,-21.9208,21.3351,1.8844,12.2504,6.6536,11.9453
Ethereum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,13,0.7385,1.4000,0.1000,0.6000,0.8000,0.3280,13,58.3092,88.1300,9.2200,50.3200,76.6400,25.1153,13,21.2185,24.2665,16.4677,20.2733,22.1197,2.0391,209.9231,-86.4583,89.5833,0.2000,27.0833,1.3000,44.4126,-84.1878,51.1425,26.3200,45.1387,78.9100,43.0726,-22.3901,14.3648,1.8464,8.7017,7.7988,9.6101
Ethereum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,13,1.0154,1.4000,0.6000,0.9000,1.2000,0.2304,13,79.5862,101.8800,55.6200,74.5500,86.7600,13.1809,13,19.9860,24.1005,15.1667,18.0310,22.1253,2.8282,281.0000,-40.9091,37.8788,0.3000,29.5455,0.8000,22.6894,-30.1135,28.0122,12.2100,15.3419,46.2600,16.5618,-24.1135,20.5868,4.0944,20.4861,8.9338,14.1511
Ethereum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,13,13.0538,15.0000,9.0000,12.1000,14.2000,1.7524,13,146.2492,194.1800,125.7900,131.3400,148.0400,21.0208,13,22.9316,27.5327,17.0314,22.0840,24.5269,2.7197,3916.4615,-31.0548,14.9087,2.1000,16.0872,6.0000,13.4247,-13.9893,32.7733,16.7000,11.4189,68.3900,14.3733,-25.7296,20.0645,2.4428,10.6528,10.5013,11.8599
Ethereum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,13,8.5615,9.0000,8.0000,8.4000,8.8000,0.3203,13,127.3400,137.0500,116.1600,123.9800,131.2800,6.2177,13,21.1244,23.6191,14.2089,19.9893,22.9871,2.7444,2564.8462,-6.5588,5.1213,0.4000,4.6721,1.0000,3.7406,-8.7796,7.6253,7.3000,5.7327,20.8900,4.8828,-32.7373,11.8091,2.9978,14.1912,9.4102,12.9915
Ethereum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,13,15.4923,18.2000,9.1000,14.6000,17.0000,2.3897,13,151.1138,197.6300,134.0700,144.3700,150.5900,15.6542,13,22.2915,27.8320,19.1916,20.6643,23.3357,2.7799,4651.2308,-41.2612,17.4777,2.4000,15.4916,9.1000,15.4252,-11.2788,30.7822,6.2200,4.1161,63.5600,10.3592,-13.9060,24.8550,2.6713,11.9836,8.6404,12.4709
Ethereum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,13,11.1231,12.7000,9.5000,10.6000,11.7000,0.9248,13,124.9846,135.5000,114.0500,119.9100,133.3500,7.5621,13,23.8889,30.8843,15.6577,19.7684,26.7183,4.4432,3339.0000,-14.5920,14.1770,1.1000,9.8893,3.2000,8.3143,-8.7488,8.4133,13.4400,10.7533,21.4500,6.0504,-34.4563,29.2830,6.9499,29.0925,15.2266,18.5994
Ethereum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,14,10.4857,19.8000,1.1000,4.0750,16.3750,6.5589,14,54.9221,112.3400,23.1500,39.3200,52.3075,27.6473,14,10.3641,12.3302,8.5748,9.4348,11.4207,1.2284,1258.7143,-89.5095,88.8283,12.3000,117.3025,18.7000,62.5513,-57.8494,104.5441,12.9875,23.6471,89.1900,50.3390,-17.2646,18.9698,1.9860,19.1620,3.7554,11.8522
Ethereum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,11.2077,15.9000,7.7000,9.6000,12.8000,2.4787,13,55.5177,62.9200,49.3200,53.7600,56.7600,3.5446,13,10.3104,13.3109,7.5699,9.4787,11.3613,1.6992,1346.3077,-31.2972,41.8668,3.2000,28.5518,8.2000,22.1163,-11.1635,13.3332,3.0000,5.4037,13.6000,6.3846,-26.5797,29.1019,1.8826,18.2589,5.7410,16.4804
Ethereum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,16,2.9062,5.3000,1.1000,1.7750,4.2750,1.5053,16,12.8444,27.4700,5.0400,7.8600,16.6175,5.8363,16,8.9171,10.2568,7.4056,8.1604,9.6065,0.9359,325.1875,-62.1505,82.3656,2.5000,86.0215,4.2000,51.7956,-60.7610,113.8679,8.7575,68.1816,22.4300,45.4389,-16.9511,15.0231,1.4461,16.2168,2.8512,10.4952
Ethereum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,4.0385,7.7000,2.0000,3.3000,4.6000,1.6266,13,18.8423,27.9500,8.6200,15.7700,24.0600,5.9069,13,9.3625,11.1423,7.3254,8.2668,10.5575,1.3276,419.2308,-50.4762,90.6667,1.3000,32.1905,5.7000,40.2782,-54.2519,48.3364,8.2900,43.9967,19.3300,31.3489,-21.7581,19.0097,2.2907,24.4666,3.8169,14.1803
Ethereum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,15,9.8133,16.3000,6.5000,8.9500,10.0500,2.1820,15,93.5740,104.7400,83.7100,86.9000,98.1250,7.0168,15,13.8783,17.9054,8.7246,11.7881,16.6632,2.9675,1775.4667,-33.7636,66.1005,1.1000,11.2092,9.8000,22.2353,-10.5414,11.9328,11.2250,11.9959,21.0300,7.4986,-37.1350,29.0172,4.8751,35.1279,9.1808,21.3821
Ethereum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,8.2231,10.0000,6.8000,7.4000,8.7000,1.0142,13,91.4531,99.7400,75.4800,89.1000,95.5600,6.0457,13,15.1480,17.4550,13.3804,13.9120,16.0790,1.2888,1486.3846,-17.3059,21.6090,1.3000,15.8092,3.2000,12.3335,-17.4659,9.0614,6.4600,7.0637,24.2600,6.6107,-11.6690,15.2297,2.1670,14.3056,4.0746,8.5079
Ethereum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,15,0.6000,1.0000,0.0000,0.4000,0.8000,0.3024,15,50.2787,84.5900,0.0000,36.0600,64.7250,22.8801,15,20.4303,23.8397,17.2542,18.6194,22.5205,2.2978,165.4667,,66.6667,0.4000,66.6667,1.0000,50.3953,,68.2423,28.6650,57.0123,84.5900,45.5066,-15.5460,16.6876,3.9011,19.0944,6.5854,11.2468
Ethereum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.8692,1.1000,0.4000,0.8000,1.0000,0.2057,13,86.8854,105.6800,35.6100,81.9400,98.6500,20.8393,13,20.7194,23.9865,17.3716,19.9003,21.2240,1.9359,241.3077,-53.9823,26.5487,0.2000,23.0088,0.7000,23.6633,-59.0150,21.6315,16.7100,19.2322,70.0700,23.9848,-16.1578,15.7686,1.3238,6.3890,6.6149,9.3432
Ethereum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,15,11.8000,13.2000,8.2000,11.0000,12.8000,1.2890,15,140.7840,185.8700,126.0400,128.9750,147.8450,16.5392,15,23.8984,32.0239,16.3288,21.5248,26.2947,4.2161,3542.7333,-30.5085,11.8644,1.8000,15.2542,5.0000,10.9234,-10.4728,32.0249,18.8700,13.4035,59.8300,11.7479,-31.6738,34.0006,4.7699,19.9591,15.6951,17.6419
