hash,workload,run,mode,dataset,link_strategy,cores,ram,secondaries,network_size,dynamic,submit_number,commit_number,abort_number,average_load,average_throughput,average_latency,median_latency,start_bench,blockchain,MiB-Rx,MiB-Tx,energy,bandwidth,switch,latency
b6e4c6,visa,9,hypercube,diablo,hop,8,16,10,4,0,540000,1760,0,1800.0,5.9,5.37,3.55,2025-06-16 18:15:34.619,quorum,497.06,495.21,22.196864338424948,1.0,0,0
b6e4c6,visa,8,hypercube,diablo,hop,8,16,10,4,0,540000,12,0,1800.0,0.0,2.37,2.41,2025-06-16 18:04:08.572,quorum,497.06,495.21,20.694403421258492,1.0,0,0
a9f932,dota,6,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-17 00:24:38.487,quorum,665.22,642.63,22.30220438172272,1.0,0,0
a9f932,dota,2,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-16 23:24:13.039,quorum,665.22,642.63,15.6791776436638,1.0,0,0
a9f932,dota,5,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.5,0.0,0.0,0.0,2025-06-17 00:09:29.061,quorum,665.22,642.63,26.008473908307295,1.0,0,0
a9f932,dota,3,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-16 23:39:20.190,quorum,665.22,642.63,20.257515201245415,1.0,0,0
a9f932,dota,10,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-17 01:24:56.493,quorum,665.22,642.63,23.144083931670796,1.0,0,0
a9f932,dota,1,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-16 23:08:37.440,quorum,665.22,642.63,22.6356651681024,1.0,0,0
a9f932,dota,7,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-17 00:39:34.361,quorum,665.22,642.63,18.624087385647154,1.0,0,0
a9f932,dota,4,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-16 23:54:29.877,quorum,665.22,642.63,22.019166847698898,1.0,0,0
a9f932,dota,9,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-17 01:09:51.068,quorum,665.22,642.63,20.778110060520138,1.0,0,0
a9f932,dota,8,hypercube,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-17 00:54:42.915,quorum,665.22,642.63,21.306957110704918,1.0,0,0
aa323c,gafam,6,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 13:48:05.424,quorum,109.15,107.9,14.201617366375313,1.0,0,0
aa323c,gafam,2,hypercube,diablo,hop,8,16,10,4,0,30320,2,0,167.7,0.0,7.97,7.97,2025-06-16 12:54:51.110,quorum,109.15,107.9,14.966388077535667,1.0,0,0
aa323c,gafam,5,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 13:34:45.443,quorum,109.15,107.9,11.796975306424116,1.0,0,0
aa323c,gafam,3,hypercube,diablo,hop,8,16,10,4,0,30320,343,0,167.7,1.9,8.5,8.66,2025-06-16 13:08:08.977,quorum,109.15,107.9,15.83456275716504,1.0,0,0
aa323c,gafam,10,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 14:40:55.657,quorum,109.15,107.9,12.376540768427386,1.0,0,0
aa323c,gafam,1,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 12:41:32.332,quorum,109.15,107.9,15.81336619810476,1.0,0,0
aa323c,gafam,7,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 14:01:25.782,quorum,109.15,107.9,13.489142559196342,1.0,0,0
aa323c,gafam,4,hypercube,diablo,hop,8,16,10,4,0,30320,270,0,167.7,1.5,7.94,7.94,2025-06-16 13:21:27.464,quorum,109.15,107.9,13.790826021526678,1.0,0,0
aa323c,gafam,9,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 14:27:36.768,quorum,109.15,107.9,14.08338880457883,1.0,0,0
aa323c,gafam,8,hypercube,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-16 14:14:14.982,quorum,109.15,107.9,18.307377092346744,1.0,0,0
b97867,football,6,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2025-06-16 21:52:11.465,quorum,1716.81,1678.02,10.847034657774447,1.0,0,0
b97867,football,2,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2025-06-16 20:50:26.876,quorum,1716.81,1678.02,11.280732272429828,1.0,0,0
b97867,football,5,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2025-06-16 21:36:23.484,quorum,1716.81,1678.02,10.89816874551582,1.0,0,0
b97867,football,3,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2025-06-16 21:06:14.546,quorum,1716.81,1678.02,6.025587098127818,1.0,0,0
b97867,football,10,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2025-06-16 22:53:49.296,quorum,1716.81,1678.02,11.175113735461904,1.0,0,0
b97867,football,1,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2025-06-16 20:34:47.624,quorum,1716.81,1678.02,8.80649239501444,1.0,0,0
b97867,football,7,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2025-06-16 22:07:12.125,quorum,1716.81,1678.02,10.06482865447898,1.0,0,0
b97867,football,4,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2025-06-16 21:21:23.880,quorum,1716.81,1678.02,7.658171841124888,1.0,0,0
b97867,football,9,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2025-06-16 22:38:03.046,quorum,1716.81,1678.02,7.788605339490359,1.0,0,0
b97867,football,8,hypercube,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2025-06-16 22:22:28.007,quorum,1716.81,1678.02,7.655324103446779,1.0,0,0
6f6dd4,paypal,6,hypercube,diablo,hop,8,16,10,4,0,59990,59251,0,200.0,197.5,5.02,5.01,2025-06-16 15:49:33.441,quorum,414.91,414.36,20.00662392782462,1.0,0,0
6f6dd4,paypal,2,hypercube,diablo,hop,8,16,10,4,0,59990,59339,0,200.0,197.8,5.04,5.04,2025-06-16 15:05:18.175,quorum,414.91,414.36,21.225107757256993,1.0,0,0
6f6dd4,paypal,5,hypercube,diablo,hop,8,16,10,4,0,59990,59249,0,200.0,197.5,5.17,5.16,2025-06-16 15:38:44.643,quorum,414.91,414.36,15.254662846812316,1.0,0,0
6f6dd4,paypal,3,hypercube,diablo,hop,8,16,10,4,0,59990,59394,0,200.0,198.0,5.04,5.04,2025-06-16 15:16:36.874,quorum,414.91,414.36,26.330558901118287,1.0,0,0
6f6dd4,paypal,10,hypercube,diablo,hop,8,16,10,4,0,59990,59369,0,200.0,197.9,5.0,5.0,2025-06-16 16:34:44.905,quorum,414.91,414.36,16.413907809020042,1.0,0,0
6f6dd4,paypal,1,hypercube,diablo,hop,8,16,10,4,0,59990,59413,0,200.0,198.1,5.02,5.01,2025-06-16 14:53:37.703,quorum,414.91,414.36,23.58616708310188,1.0,0,0
6f6dd4,paypal,7,hypercube,diablo,hop,8,16,10,4,0,59990,59253,0,200.0,197.5,5.04,5.03,2025-06-16 16:01:15.946,quorum,414.91,414.36,24.72769840186966,1.0,0,0
6f6dd4,paypal,4,hypercube,diablo,hop,8,16,10,4,0,59990,59395,0,200.0,198.0,5.03,5.03,2025-06-16 15:27:55.642,quorum,414.91,414.36,24.876649884800038,1.0,0,0
6f6dd4,paypal,9,hypercube,diablo,hop,8,16,10,4,0,59990,59374,0,200.0,197.9,5.02,5.01,2025-06-16 16:23:24.879,quorum,414.91,414.36,25.123042906858725,1.0,0,0
6f6dd4,paypal,8,hypercube,diablo,hop,8,16,10,4,0,59990,58689,0,200.0,195.7,4.96,4.95,2025-06-16 16:12:05.270,quorum,414.91,414.36,27.797456911489604,1.0,0,0
73f4de,10000,6,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 19:34:16.621,quorum,1331.71,1319.07,14.00800584626304,1.0,0,0
73f4de,10000,2,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 18:49:09.221,quorum,1331.71,1319.07,8.272431173819959,1.0,0,0
73f4de,10000,5,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9955.7,0.0,0.0,0.0,2025-06-16 19:23:15.245,quorum,1331.71,1319.07,10.967311736730881,1.0,0,0
73f4de,10000,3,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 19:00:09.355,quorum,1331.71,1319.07,7.4910529697251675,1.0,0,0
73f4de,10000,10,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 20:20:34.976,quorum,1331.71,1319.07,10.401488507974317,1.0,0,0
73f4de,10000,1,hypercube,diablo,hop,8,16,10,4,0,1199990,500,0,9999.9,4.2,23.5,23.5,2025-06-16 18:38:06.897,quorum,1331.71,1319.07,12.961308134829451,1.0,0,0
73f4de,10000,7,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 19:46:09.668,quorum,1331.71,1319.07,12.71441611737911,1.0,0,0
73f4de,10000,4,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 19:11:40.583,quorum,1331.71,1319.07,9.145896448363477,1.0,0,0
73f4de,10000,9,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 20:09:03.812,quorum,1331.71,1319.07,8.720440601815044,1.0,0,0
73f4de,10000,8,hypercube,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-16 19:57:09.683,quorum,1331.71,1319.07,8.473989849023683,1.0,0,0
941609,football,1,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2024-05-28 08:21:41.013,quorum,154.17,149.63,9.923283006768969,1.0,0,0
1aa64f,paypal,1,scale-free-l,diablo,hop,8,16,10,4,0,59990,58334,0,200.0,194.5,8.42,8.41,2024-05-28 07:28:19.976,quorum,31.4,31.56,27.199144770323265,1.0,0,0
00c730,dota,1,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13325.3,0.0,0.0,0.0,2024-05-28 08:36:51.242,quorum,60.98,58.85,24.56532436815694,1.0,0,0
63bf50,gafam,1,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2024-05-28 07:39:54.048,quorum,65.38,65.51,17.035134410503932,1.0,0,0
b3b294,10000,1,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9974.3,0.0,0.0,0.0,2024-05-28 08:04:56.552,quorum,115.6,114.6,9.051457510515519,1.0,0,0
2047d1,visa,1,scale-free-l,diablo,hop,8,16,10,4,0,540000,2842,0,1800.0,9.5,12.19,11.69,2024-05-28 16:24:19.708,quorum,4.26,3.99,18.284976204602184,1.0,0,0
3dd47b,10000,1,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9962.0,0.0,0.0,0.0,2024-06-08 03:28:05.781,quorum,233.76,231.34,11.249426690360787,1.0,0,0
3dd47b,10000,2,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9970.7,0.0,0.0,0.0,2024-06-08 03:39:36.061,quorum,233.76,231.34,12.643627375393706,1.0,0,0
0c6e99,football,1,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2024-06-08 03:55:00.188,quorum,308.13,300.49,9.8223176834734,1.0,0,0
0c6e99,football,2,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2024-06-08 04:10:44.843,quorum,308.13,300.49,7.659792834235784,1.0,0,0
8d908b,dota,1,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2024-06-08 04:25:43.962,quorum,122.67,118.09,22.867692803698354,1.0,0,0
8d908b,dota,2,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2024-06-08 04:41:26.216,quorum,122.67,118.09,24.356939075055436,1.0,0,0
f83b16,gafam,1,scale-free-l,diablo,hop,8,16,10,4,0,30320,1035,0,167.7,5.7,132.04,132.01,2024-06-08 02:38:23.339,quorum,126.26,126.08,12.008455536542701,1.0,0,0
aba86c,visa,1,scale-free-l,diablo,hop,8,16,10,4,0,540000,303,0,1800.0,1.0,11.03,11.01,2024-06-08 03:05:02.956,quorum,85.63,85.25,20.31801046872341,1.0,0,0
09cc49,paypal,1,scale-free-l,diablo,hop,8,16,10,4,0,59990,58421,0,200.0,194.8,8.45,8.44,2024-06-08 02:15:39.463,quorum,46.7,46.77,27.70256721107918,1.0,0,0
09cc49,paypal,2,scale-free-l,diablo,hop,8,16,10,4,0,59990,58361,0,200.0,194.6,8.37,8.36,2024-06-08 02:26:56.955,quorum,46.7,46.77,25.440344350586635,1.0,0,0
bc3256,gafam,1,scale-free-l,diablo,hop,8,16,10,4,0,30320,4188,0,167.7,23.2,141.33,134.52,2024-06-10 05:49:23.954,quorum,128.69,128.5,17.23851859412633,1.0,0,0
ebe8a1,10000,1,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2024-06-10 06:38:37.332,quorum,240.23,238.22,11.856856157311537,1.0,0,0
ebe8a1,10000,2,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2024-06-10 06:50:07.274,quorum,240.23,238.22,12.245815563725227,1.0,0,0
4352fd,paypal,1,scale-free-l,diablo,hop,8,16,10,4,0,59990,58360,0,200.0,194.6,8.23,8.23,2024-06-10 05:26:37.120,quorum,43.62,43.55,19.144826758675197,1.0,0,0
4352fd,paypal,2,scale-free-l,diablo,hop,8,16,10,4,0,59990,58262,0,200.0,194.2,8.5,8.5,2024-06-10 05:37:55.115,quorum,43.62,43.55,25.131606622382623,1.0,0,0
295600,dota,1,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2024-06-10 07:36:15.763,quorum,124.53,120.8,20.301656460780443,1.0,0,0
295600,dota,2,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2024-06-10 07:51:27.344,quorum,124.53,120.8,27.799430340386355,1.0,0,0
f64022,visa,2,scale-free-l,diablo,hop,8,16,10,4,0,540000,650,0,1800.0,2.2,128.41,131.73,2024-06-10 06:27:27.821,quorum,88.65,88.28,22.580423890606824,1.0,0,0
2df6e3,football,1,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.4,0.0,0.0,0.0,2024-06-10 07:05:32.325,quorum,314.95,308.2,9.32138712543544,1.0,0,0
2df6e3,football,2,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2024-06-10 07:21:10.528,quorum,314.95,308.2,6.712069873850532,1.0,0,0
81b8ab,visa,2,scale-free-l,diablo,hop,8,16,10,4,0,540000,607,0,1800.0,2.0,18.16,13.11,2024-06-17 09:23:23.222,quorum,9.04,8.79,26.74283295530767,1.0,0,0
81b8ab,visa,3,scale-free-l,diablo,hop,8,16,10,4,0,540000,276,0,1800.0,0.9,9.3,9.55,2024-06-17 09:34:49.916,quorum,9.04,8.79,24.63871250365122,1.0,0,0
81b8ab,visa,1,scale-free-l,diablo,hop,8,16,10,4,0,540000,709,0,1800.0,2.4,14.55,15.41,2024-06-17 09:11:38.795,quorum,9.04,8.79,22.179076476788197,1.0,0,0
c299ba,gafam,2,scale-free-l,diablo,hop,8,16,10,4,0,30320,4626,0,167.7,25.6,39.33,40.35,2024-06-17 09:59:54.271,quorum,49.45,48.57,11.818570948703705,1.0,0,0
c299ba,gafam,3,scale-free-l,diablo,hop,8,16,10,4,0,30320,1462,0,167.7,8.1,29.52,30.78,2024-06-17 10:13:12.629,quorum,49.45,48.57,14.64912867594826,1.0,0,0
c299ba,gafam,1,scale-free-l,diablo,hop,8,16,10,4,0,30320,2827,0,167.7,15.6,130.2,169.66,2024-06-17 09:46:33.167,quorum,49.45,48.57,14.470293386753225,1.0,0,0
36b58e,10000,8,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 16:04:40.223,quorum,1243.27,1230.9,10.861798166882963,1.0,0,0
36b58e,10000,3,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 15:09:05.164,quorum,1243.27,1230.9,10.250458389453312,1.0,0,0
36b58e,10000,2,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 14:57:31.046,quorum,1243.27,1230.9,9.70881788463144,1.0,0,0
36b58e,10000,1,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 14:46:03.863,quorum,1243.27,1230.9,6.848088434671981,1.0,0,0
36b58e,10000,9,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9952.6,0.0,0.0,0.0,2025-06-13 16:15:41.002,quorum,1243.27,1230.9,9.60633772836786,1.0,0,0
36b58e,10000,4,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 15:20:05.884,quorum,1243.27,1230.9,11.019797197251762,1.0,0,0
36b58e,10000,5,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 15:31:42.390,quorum,1243.27,1230.9,10.41579303232043,1.0,0,0
36b58e,10000,6,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 15:42:39.497,quorum,1243.27,1230.9,11.505996339307394,1.0,0,0
36b58e,10000,10,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 16:26:42.957,quorum,1243.27,1230.9,10.051704439351933,1.0,0,0
36b58e,10000,7,scale-free-l,diablo,hop,8,16,10,4,0,1199990,0,0,9999.9,0.0,0.0,0.0,2025-06-13 15:53:40.531,quorum,1243.27,1230.9,11.965895000919753,1.0,0,0
f49261,dota,8,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 21:01:17.205,quorum,647.08,622.38,18.632114154114678,1.0,0,0
f49261,dota,3,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.1,0.0,0.0,0.0,2025-06-13 19:45:08.729,quorum,647.08,622.38,19.374880559466718,1.0,0,0
f49261,dota,2,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13324.7,0.0,0.0,0.0,2025-06-13 19:29:58.587,quorum,647.08,622.38,21.77674496665353,1.0,0,0
f49261,dota,1,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 19:15:05.671,quorum,647.08,622.38,24.292711664928323,1.0,0,0
f49261,dota,9,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 21:16:35.303,quorum,647.08,622.38,24.22857004897727,1.0,0,0
f49261,dota,4,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 20:00:11.560,quorum,647.08,622.38,18.600797451195,1.0,0,0
f49261,dota,5,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 20:16:03.128,quorum,647.08,622.38,25.413413822313302,1.0,0,0
f49261,dota,6,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 20:30:57.253,quorum,647.08,622.38,22.67832056638813,1.0,0,0
f49261,dota,10,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 21:31:53.443,quorum,647.08,622.38,26.985885312916253,1.0,0,0
f49261,dota,7,scale-free-l,diablo,hop,8,16,10,4,0,3678700,0,0,13328.6,0.0,0.0,0.0,2025-06-13 20:45:58.580,quorum,647.08,622.38,18.046448315777397,1.0,0,0
b49d98,visa,8,scale-free-l,diablo,hop,8,16,10,4,0,540000,0,0,1799.9,0.0,0.0,0.0,2025-06-13 14:11:59.557,quorum,459.92,457.92,28.87268616290424,1.0,0,0
b49d98,visa,3,scale-free-l,diablo,hop,8,16,10,4,0,540000,0,0,1800.0,0.0,0.0,0.0,2025-06-13 13:15:58.472,quorum,459.92,457.92,22.904154454935345,1.0,0,0
b49d98,visa,2,scale-free-l,diablo,hop,8,16,10,4,0,540000,0,0,1800.0,0.0,0.0,0.0,2025-06-13 13:05:04.922,quorum,459.92,457.92,25.981366520862984,1.0,0,0
b49d98,visa,1,scale-free-l,diablo,hop,8,16,10,4,0,540000,0,0,1800.0,0.0,0.0,0.0,2025-06-13 12:54:11.577,quorum,459.92,457.92,24.03934273076084,1.0,0,0
b49d98,visa,9,scale-free-l,diablo,hop,8,16,10,4,0,540000,1088,0,1800.0,3.6,21.66,21.53,2025-06-13 14:23:24.187,quorum,459.92,457.92,24.199610936477896,1.0,0,0
b49d98,visa,4,scale-free-l,diablo,hop,8,16,10,4,0,540000,35,0,1800.0,0.1,10.14,10.14,2025-06-13 13:27:21.151,quorum,459.92,457.92,22.463262375344417,1.0,0,0
b49d98,visa,5,scale-free-l,diablo,hop,8,16,10,4,0,540000,101,0,1800.0,0.3,7.06,7.06,2025-06-13 13:38:14.681,quorum,459.92,457.92,18.097300845533823,1.0,0,0
b49d98,visa,6,scale-free-l,diablo,hop,8,16,10,4,0,540000,116,0,1800.0,0.4,7.94,7.92,2025-06-13 13:49:42.321,quorum,459.92,457.92,19.658682380242844,1.0,0,0
b49d98,visa,10,scale-free-l,diablo,hop,8,16,10,4,0,540000,0,0,1800.0,0.0,0.0,0.0,2025-06-13 14:34:20.531,quorum,459.92,457.92,28.669718970768866,1.0,0,0
b49d98,visa,7,scale-free-l,diablo,hop,8,16,10,4,0,540000,632,0,1800.0,2.1,16.73,16.81,2025-06-13 14:01:06.644,quorum,459.92,457.92,23.082636159664222,1.0,0,0
2fad2d,gafam,8,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 10:22:25.819,quorum,113.45,111.84,13.550869917459869,1.0,0,0
2fad2d,gafam,3,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 09:16:30.984,quorum,113.45,111.84,10.184743930256012,1.0,0,0
2fad2d,gafam,2,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 09:03:13.100,quorum,113.45,111.84,14.897696225671083,1.0,0,0
2fad2d,gafam,1,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 08:49:54.169,quorum,113.45,111.84,16.114168556277153,1.0,0,0
2fad2d,gafam,9,scale-free-l,diablo,hop,8,16,10,4,0,30320,1000,0,167.7,5.5,40.79,40.79,2025-06-13 10:35:49.161,quorum,113.45,111.84,15.0802459161747,1.0,0,0
2fad2d,gafam,4,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 09:29:50.079,quorum,113.45,111.84,14.265360490192336,1.0,0,0
2fad2d,gafam,5,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 09:43:06.227,quorum,113.45,111.84,15.645062707537607,1.0,0,0
2fad2d,gafam,6,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 09:56:19.734,quorum,113.45,111.84,16.71215473384108,1.0,0,0
2fad2d,gafam,10,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 10:49:13.057,quorum,113.45,111.84,14.300964420721497,1.0,0,0
2fad2d,gafam,7,scale-free-l,diablo,hop,8,16,10,4,0,30320,0,0,167.7,0.0,0.0,0.0,2025-06-13 10:09:38.001,quorum,113.45,111.84,14.660764355209896,1.0,0,0
f8908a,paypal,8,scale-free-l,diablo,hop,8,16,10,4,0,59990,58399,0,200.0,194.7,8.41,8.41,2025-06-13 12:20:31.984,quorum,380.32,379.88,22.640694580688763,1.0,0,0
f8908a,paypal,3,scale-free-l,diablo,hop,8,16,10,4,0,59990,58458,0,200.0,194.9,8.3,8.3,2025-06-13 11:24:50.384,quorum,380.32,379.88,18.81080998482322,1.0,0,0
f8908a,paypal,2,scale-free-l,diablo,hop,8,16,10,4,0,59990,58274,0,200.0,194.3,8.53,8.53,2025-06-13 11:14:01.513,quorum,380.32,379.88,22.373583472123656,1.0,0,0
f8908a,paypal,1,scale-free-l,diablo,hop,8,16,10,4,0,59990,58396,0,200.0,194.7,8.46,8.46,2025-06-13 11:02:20.857,quorum,380.32,379.88,24.32568583440623,1.0,0,0
f8908a,paypal,9,scale-free-l,diablo,hop,8,16,10,4,0,59990,58262,0,200.0,194.2,8.36,8.36,2025-06-13 12:31:51.622,quorum,380.32,379.88,19.096114634572153,1.0,0,0
f8908a,paypal,4,scale-free-l,diablo,hop,8,16,10,4,0,59990,58504,0,200.0,195.0,8.36,8.36,2025-06-13 11:35:39.058,quorum,380.32,379.88,20.989866596698874,1.0,0,0
f8908a,paypal,5,scale-free-l,diablo,hop,8,16,10,4,0,59990,58295,0,200.0,194.3,8.38,8.38,2025-06-13 11:46:28.296,quorum,380.32,379.88,24.20350300848144,1.0,0,0
f8908a,paypal,6,scale-free-l,diablo,hop,8,16,10,4,0,59990,58229,0,200.0,194.1,8.31,8.31,2025-06-13 11:57:50.491,quorum,380.32,379.88,23.232449181637143,1.0,0,0
f8908a,paypal,10,scale-free-l,diablo,hop,8,16,10,4,0,59990,58156,0,200.0,193.9,8.4,8.4,2025-06-13 12:43:10.812,quorum,380.32,379.88,19.743424348533715,1.0,0,0
f8908a,paypal,7,scale-free-l,diablo,hop,8,16,10,4,0,59990,58395,0,200.0,194.7,8.45,8.45,2025-06-13 12:09:09.708,quorum,380.32,379.88,26.99622858503538,1.0,0,0
1b1a77,football,8,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2025-06-13 18:29:19.088,quorum,1633.24,1590.53,8.525536446630387,1.0,0,0
1b1a77,football,3,scale-free-l,diablo,hop,8,16,10,4,0,4056130,0,0,40159.3,0.0,0.0,0.0,2025-06-13 17:11:45.723,quorum,1633.24,1590.53,10.485037530495319,1.0,0,0
