blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,metric,unit,value_column,eligibility_column,n_observed,n_positive_commit,n_zero_commit,n_no_submission,n_tps_censored,n_metric,mean,minimum,maximum,q25,q75,sample_std,iqr,iqr_pct,sample_std_pct,delta_min,delta_max,delta_min_pct,delta_max_pct,range_abs,wcd_abs,wcd_pct
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,24.479999999999997,19.36,36.02,22.86,24.85,3.828415686242375,1.990000000000002,8.12908496732027,15.638952966676369,-5.119999999999997,11.540000000000006,-20.915032679738555,47.14052287581703,16.660000000000004,11.540000000000006,47.14052287581703
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,14.080850862178742,11.473305101630691,18.25157211698801,12.224428071198878,15.305803534591766,1.9629301388269786,3.081375463392888,21.883446487381544,13.940422763083316,-2.607545760548051,4.170721254809269,-18.5183820641971,29.619809879613552,6.77826701535732,4.170721254809269,29.619809879613552
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,14.080850862178742,11.473305101630691,18.25157211698801,12.224428071198878,15.305803534591766,1.9629301388269786,3.081375463392888,21.883446487381544,13.940422763083316,-2.607545760548051,4.170721254809269,-18.5183820641971,29.619809879613552,6.77826701535732,4.170721254809269,29.619809879613552
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,106.60000000000001,52.2,144.7,72.7,127.9,32.92450961416636,55.2,51.78236397748592,30.886031532989076,-54.400000000000006,38.09999999999998,-51.03189493433396,35.74108818011255,92.49999999999999,54.400000000000006,51.03189493433396
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,39.94846153846155,26.93,68.96,29.09,50.1,14.931689369789925,21.01,52.592763753297504,37.377382744549514,-13.018461538461551,29.011538461538443,-32.58814241426455,72.62241734542577,42.029999999999994,29.011538461538443,72.62241734542577
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,14.806330157698856,10.605680162963935,19.924488867022447,13.27365724359761,15.951372335948363,2.7565882930400734,2.677715092350754,18.084934374899245,18.617633564024835,-4.2006499947349205,5.118158709323591,-28.370635734815803,34.567368516109305,9.318808704058512,5.118158709323591,34.567368516109305
Algorand,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,14.806330157698856,10.605680162963935,19.924488867022447,13.27365724359761,15.951372335948363,2.7565882930400734,2.677715092350754,18.084934374899245,18.617633564024835,-4.2006499947349205,5.118158709323591,-28.370635734815803,34.567368516109305,9.318808704058512,5.118158709323591,34.567368516109305
Algorand,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,225.53846153846155,87.8,312.5,208.8,278.5,62.0013647492475,69.69999999999999,30.903819918144606,27.490373183499912,-137.73846153846154,86.96153846153845,-61.07094133697135,38.55729877216916,224.7,137.73846153846154,61.07094133697135
Algorand,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,84.10307692307694,58.81,103.72,79.62,91.34,12.063723433373422,11.719999999999999,13.935280882433641,14.3439739361822,-25.29307692307694,19.616923076923058,-30.073901988402522,23.324857775257442,44.91,25.29307692307694,30.073901988402522
Algorand,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,20.902453801727177,15.557070036874926,24.08838528757816,20.22739498544812,22.6093387912364,2.427348091724117,2.3819438057882785,11.39552240317095,11.612742287336353,-5.345383764852251,3.1859314858509826,-25.57299643169435,15.241901817229364,8.531315250703233,5.345383764852251,25.57299643169435
Algorand,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,20.902453801727177,15.557070036874926,24.08838528757816,20.22739498544812,22.6093387912364,2.427348091724117,2.3819438057882785,11.39552240317095,11.612742287336353,-5.345383764852251,3.1859314858509826,-25.57299643169435,15.241901817229364,8.531315250703233,5.345383764852251,25.57299643169435
Algorand,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,227.9923076923077,142.6,299.8,180.8,264.0,50.594243110233755,83.19999999999999,36.492459259759094,22.191206195655685,-85.3923076923077,71.80769230769232,-37.45403016296097,31.495664496103114,157.20000000000002,85.3923076923077,37.45403016296097
Algorand,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,100.17230769230767,78.86,123.13,89.76,108.17,14.02349822847718,18.409999999999997,18.37833271900725,13.999376226364065,-21.31230769230767,22.957692307692326,-21.275648114018903,22.918202481877405,44.269999999999996,22.957692307692326,22.918202481877405
Algorand,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,20.914660929314866,16.024307388311893,25.79126780982269,20.16566416194853,22.21722427920484,3.1470250653126115,2.051560117256308,9.809196162395132,15.046981043338883,-4.890353541002973,4.876606880507822,-23.382418474441767,23.31669108568987,9.766960421510795,4.890353541002973,23.382418474441767
Algorand,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,20.914660929314866,16.024307388311893,25.79126780982269,20.16566416194853,22.21722427920484,3.1470250653126115,2.051560117256308,9.809196162395132,15.046981043338883,-4.890353541002973,4.876606880507822,-23.382418474441767,23.31669108568987,9.766960421510795,4.890353541002973,23.382418474441767
Algorand,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,190.80769230769232,189.9,192.5,189.9,191.7,1.0467899649735033,1.799999999999983,0.9433581939125086,0.548609939312862,-0.9076923076923151,1.6923076923076792,-0.4757105422293931,0.8869179600886848,2.5999999999999943,1.6923076923076792,0.8869179600886848
Algorand,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,13.145384615384614,13.01,13.31,13.1,13.2,0.08058281295406461,0.09999999999999964,0.7607232722804117,0.6130122115997659,-0.13538461538461455,0.16461538461538616,-1.0299022763180932,1.2522675405231554,0.3000000000000007,0.16461538461538616,1.2522675405231554
Algorand,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,22.135140083554973,16.21891205661706,24.67919742133686,21.71651621842296,23.691094191879536,2.458442423439461,1.9745779734565758,8.920557837009417,11.106513959972318,-5.916228026937912,2.5440573377818865,-26.727764109942544,11.493296758812754,8.460285364719798,5.916228026937912,26.727764109942544
Algorand,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,22.135140083554973,16.21891205661706,24.67919742133686,21.71651621842296,23.691094191879536,2.458442423439461,1.9745779734565758,8.920557837009417,11.106513959972318,-5.916228026937912,2.5440573377818865,-26.727764109942544,11.493296758812754,8.460285364719798,5.916228026937912,26.727764109942544
Algorand,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,190.79999999999998,189.8,191.7,190.4,191.1,0.5552777082985865,0.6999999999999886,0.36687631027253076,0.29102605256739333,-0.9999999999999716,0.9000000000000057,-0.5241090146750376,0.4716981132075502,1.8999999999999773,0.9999999999999716,0.5241090146750376
Algorand,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,13.317692307692308,13.17,13.48,13.22,13.37,0.10345319764301193,0.14999999999999858,1.1263212614798022,0.7768102404893173,-0.14769230769230823,0.16230769230769226,-1.108993242072435,1.2187373649858484,0.3100000000000005,0.16230769230769226,1.2187373649858484
Algorand,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,22.802146248118838,17.106952600793473,28.33598812503345,21.30041181515103,24.480031367776174,2.7792632013199023,3.1796195526251445,13.944387155605849,12.18860352476333,-5.695193647325365,5.533841876914611,-24.976568369283285,24.268951776287942,11.229035524239976,5.695193647325365,24.976568369283285
Algorand,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,22.802146248118838,17.106952600793473,28.33598812503345,21.30041181515103,24.480031367776174,2.7792632013199023,3.1796195526251445,13.944387155605849,12.18860352476333,-5.695193647325365,5.533841876914611,-24.976568369283285,24.268951776287942,11.229035524239976,5.695193647325365,24.976568369283285
Algorand,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,511.14615384615377,500.4,534.7,506.9,514.4,8.548256682370535,7.5,1.4672907041490468,1.6723703422296345,-10.746153846153788,23.55384615384628,-2.1023642191755973,4.60804526779939,34.30000000000007,23.55384615384628,4.60804526779939
Algorand,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,17.536153846153848,16.88,18.31,17.21,17.81,0.4778343238253621,0.5999999999999979,3.421502829319635,2.724852484857528,-0.656153846153849,0.7738461538461507,-3.741720401807271,4.412861341404553,1.4299999999999997,0.7738461538461507,4.412861341404553
Algorand,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,22.923597059329527,16.87419276020603,28.13402483272532,21.184968223495797,24.30427504893437,3.1468726865377508,3.1193068254385743,13.607405580220961,13.727656608137007,-6.049404299123498,5.210427773395793,-26.389419965229628,22.729538300252205,11.259832072519291,6.049404299123498,26.389419965229628
Algorand,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,22.923597059329527,16.87419276020603,28.13402483272532,21.184968223495797,24.30427504893437,3.1468726865377508,3.1193068254385743,13.607405580220961,13.727656608137007,-6.049404299123498,5.210427773395793,-26.389419965229628,22.729538300252205,11.259832072519291,6.049404299123498,26.389419965229628
Algorand,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,378.9692307692308,319.0,468.2,335.7,416.1,51.33034165441502,80.40000000000003,21.215442698818666,13.544725399005303,-59.96923076923082,89.23076923076917,-15.824300734786679,23.545650144115598,149.2,89.23076923076917,23.545650144115598
Algorand,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,33.465384615384615,26.56,41.68,31.47,34.76,4.245983622563437,3.289999999999999,9.831053901850359,12.68768810328116,-6.905384615384616,8.214615384615385,-20.63440983794966,24.54660383863924,15.120000000000001,8.214615384615385,24.54660383863924
Algorand,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,22.11948670510594,16.471178807998257,27.583336464863898,20.25235818715353,24.27104256965278,3.4091849629655635,4.018684382499252,18.168072505821765,15.412586234103733,-5.648307897107681,5.463849759757959,-25.53543837797944,24.701521480137757,11.11215765686564,5.648307897107681,25.53543837797944
Algorand,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,22.11948670510594,16.471178807998257,27.583336464863898,20.25235818715353,24.27104256965278,3.4091849629655635,4.018684382499252,18.168072505821765,15.412586234103733,-5.648307897107681,5.463849759757959,-25.53543837797944,24.701521480137757,11.11215765686564,5.648307897107681,25.53543837797944
Algorand,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,14,14,0,0,0,14,790.0571428571429,733.7,849.7,766.775,809.3249999999999,32.7078610707606,42.549999999999955,5.3856863879646975,4.139936125692973,-56.35714285714289,59.64285714285711,-7.13329958050051,7.549182699262254,116.0,59.64285714285711,7.549182699262254
Algorand,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,14,14,0,0,0,14,29.509285714285713,22.84,35.89,26.5825,31.287499999999998,3.8945730768018016,4.704999999999998,15.944133807760263,13.197788365702134,-6.669285714285714,6.380714285714287,-22.600634182944834,21.622733764190453,13.05,6.669285714285714,22.600634182944834
Algorand,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,14,14,0,0,0,14,9.23005174629107,5.894807037847093,11.819289671600943,8.72730804554478,10.236522645397143,1.6304968806365046,1.5092145998523634,16.35109576128665,17.66508926985908,-3.3352447084439767,2.589237925309874,-36.13462632844052,28.052257955653527,5.9244826337538505,3.3352447084439767,36.13462632844052
Algorand,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,14,14,0,0,0,14,9.23005174629107,5.894807037847093,11.819289671600943,8.72730804554478,10.236522645397143,1.6304968806365046,1.5092145998523634,16.35109576128665,17.66508926985908,-3.3352447084439767,2.589237925309874,-36.13462632844052,28.052257955653527,5.9244826337538505,3.3352447084439767,36.13462632844052
Algorand,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,485.79230769230765,270.3,643.9,469.7,555.6,107.6456490956823,85.90000000000003,17.682453723496913,22.15878007765063,-215.49230769230763,158.10769230769233,-44.35893781768086,32.546355675898226,373.59999999999997,215.49230769230763,44.35893781768086
Algorand,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,48.51,36.0,75.55,39.58,53.86,13.100489176617286,14.280000000000001,29.437229437229437,27.00574969411933,-12.509999999999998,27.04,-25.78849721706864,55.74108431251289,39.55,27.04,55.74108431251289
Algorand,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,10.57295315020995,7.453781678378055,13.20955644853396,10.042073479366536,12.05179821740693,1.656912830566686,2.0097247380403935,19.008168384823364,15.671239690812252,-3.119171471831894,2.63660329832401,-29.50142148099801,24.937245638619462,5.755774770155904,3.119171471831894,29.50142148099801
Algorand,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,10.57295315020995,7.453781678378055,13.20955644853396,10.042073479366536,12.05179821740693,1.656912830566686,2.0097247380403935,19.008168384823364,15.671239690812252,-3.119171471831894,2.63660329832401,-29.50142148099801,24.937245638619462,5.755774770155904,3.119171471831894,29.50142148099801
Algorand,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,14,14,0,0,0,14,129.6,2.8,335.2,65.0,164.975,97.24076384853296,99.975,77.14120370370371,75.03145358683099,-126.8,205.6,-97.8395061728395,158.64197530864197,332.4,205.6,158.64197530864197
Algorand,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,14,14,0,0,0,14,43.677857142857135,13.98,64.08,36.7825,54.075,15.330513152418726,17.292500000000004,39.59099903514368,35.099050537843986,-29.697857142857135,20.402142857142863,-67.99293528921159,46.71049403915029,50.099999999999994,29.697857142857135,67.99293528921159
Algorand,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,14,14,0,0,0,14,9.294005179098624,5.589063267161218,12.216986436209885,8.580456811840142,10.384319505503537,1.6394010325220316,1.8038626936633957,19.408884102196538,17.639338486801105,-3.7049419119374063,2.9229812571112603,-39.86378144343501,31.450178914089488,6.627923169048667,3.7049419119374063,39.86378144343501
Algorand,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,14,14,0,0,0,14,9.294005179098624,5.589063267161218,12.216986436209885,8.580456811840142,10.384319505503537,1.6394010325220316,1.8038626936633957,19.408884102196538,17.639338486801105,-3.7049419119374063,2.9229812571112603,-39.86378144343501,31.450178914089488,6.627923169048667,3.7049419119374063,39.86378144343501
Algorand,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,71.88461538461539,19.8,183.9,53.0,78.3,41.394279921945866,25.299999999999997,35.195291599785975,57.584338040160105,-52.08461538461539,112.01538461538462,-72.45585874799359,155.82664526484749,164.1,112.01538461538462,155.82664526484749
Algorand,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,79.9446153846154,21.01,154.1,61.15,86.15,34.01679918691759,25.000000000000007,31.271649603571706,42.55045699233398,-58.9346153846154,74.15538461538459,-73.71930567315835,92.75844815641592,133.09,74.15538461538459,92.75844815641592
Algorand,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,8.800282011086741,7.08329875326142,11.03742936140128,8.07725123549461,9.5627948159754,1.1724164257763459,1.4855435804807886,16.8806360819946,13.322486987341044,-1.716983257825321,2.2371473503145385,-19.510548135414716,25.42131431124756,3.9541306081398595,2.2371473503145385,25.42131431124756
Algorand,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,8.800282011086741,7.08329875326142,11.03742936140128,8.07725123549461,9.5627948159754,1.1724164257763459,1.4855435804807886,16.8806360819946,13.322486987341044,-1.716983257825321,2.2371473503145385,-19.510548135414716,25.42131431124756,3.9541306081398595,2.2371473503145385,25.42131431124756
Algorand,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,14,14,0,0,0,14,147.14285714285714,81.4,163.7,153.5,160.525,24.610651674105988,7.025000000000006,4.774271844660198,16.725685603761352,-65.74285714285713,16.55714285714285,-44.679611650485434,11.252427184466015,82.29999999999998,65.74285714285713,44.679611650485434
Algorand,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,14,14,0,0,0,14,21.07428571428571,15.14,24.06,20.875,22.3975,2.3128527648961814,1.5225000000000009,7.224444143167033,10.974762306313226,-5.934285714285711,2.9857142857142875,-28.158893709327536,14.167570498915413,8.919999999999998,5.934285714285711,28.158893709327536
Algorand,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,14,14,0,0,0,14,15.214742180800714,10.493971548462724,20.58435592225665,12.779515355897395,16.73427180793542,3.0013103626563677,3.9547564520380263,25.99292452703196,19.726330732331977,-4.72077063233799,5.369613741455934,-31.027608461844782,35.2921770060079,10.090384373793924,5.369613741455934,35.2921770060079
Algorand,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,14,14,0,0,0,14,15.214742180800714,10.493971548462724,20.58435592225665,12.779515355897395,16.73427180793542,3.0013103626563677,3.9547564520380263,25.99292452703196,19.726330732331977,-4.72077063233799,5.369613741455934,-31.027608461844782,35.2921770060079,10.090384373793924,5.369613741455934,35.2921770060079
